source,target,type,weight
AT1G52160,GO:0042780,annotated_with,
AT1G52160,GO:0005634,located_in,
AT1G52160,GO:0005739,located_in,
AT2G43110,GO:0005634,located_in,
AT4G11350,GO:0005794,located_in,
AT4G14300,GO:0010228,annotated_with,
AT4G14300,GO:1901000,annotated_with,
AT4G14300,GO:2000070,annotated_with,
AT4G14300,ath03015,participates_in,
AT4G14300,GO:0005634,located_in,
AT4G14300,GO:0005737,located_in,
AT4G14300,GO:0005829,located_in,
AT5G43690,GO:0051923,annotated_with,
AT5G43690,GO:0005737,located_in,
1289,SF_response_downregulated,has_response,0.167161922936731
AT3G29000,GO:0005575,located_in,
AT1G76830,GO:0008150,annotated_with,
AT1G76830,GO:0005575,located_in,
AT1G77670,SF_response_upregulated,has_response,0.255708227444017
AT1G77670,GO:0009058,annotated_with,
AT1G77670,ath00270,participates_in,
AT1G77670,ath01100,participates_in,
AT1G77670,GO:0005737,located_in,
AT1G77670,GO:0009507,located_in,
AT3G56140,GO:0005737,located_in,
AT3G56140,GO:0009507,located_in,
AT3G04181,SF_response_downregulated,has_response,0.284161087740653
AT3G04181,GO:0008150,annotated_with,
AT3G04181,GO:0005575,located_in,
AT2G07715,GO:0006412,annotated_with,
AT2G07715,GO:0032543,annotated_with,
AT2G07715,GO:0005762,located_in,
AT2G07715,GO:0009507,located_in,
AT5G38640,ath04156,participates_in,
AT5G38640,GO:0005634,located_in,
AT5G48657,GO:0005634,located_in,
AT5G48657,GO:0005886,located_in,
AT1G28320,GO:0016485,annotated_with,
AT1G28320,GO:0005634,located_in,
AT1G28320,GO:0005777,located_in,
AT3G23860,GO:0009846,annotated_with,
AT3G23860,GO:0010584,annotated_with,
AT3G23860,GO:0080092,annotated_with,
AT3G23860,ath03008,participates_in,
AT3G23860,GO:0005634,located_in,
AT3G23860,GO:0005737,located_in,
AT3G15480,GO:0005576,located_in,
AT3G15480,GO:0009506,located_in,
AT5G15610,GO:0002183,annotated_with,
AT5G15610,GO:0005737,located_in,
AT5G15610,GO:0005852,located_in,
AT5G15610,GO:0009536,located_in,
AT1G32530,GO:0005737,located_in,
AT3G53830,GO:0005737,located_in,
AT5G46440,GO:0005576,located_in,
AT1G02360,SF_response_downregulated,has_response,0.635582231127788
AT1G02360,GO:0002239,annotated_with,
AT1G02360,GO:0005975,annotated_with,
AT1G02360,GO:0006032,annotated_with,
AT1G02360,GO:0016998,annotated_with,
AT1G02360,GO:0071456,annotated_with,
AT1G02360,GO:0005576,located_in,
AT1G02360,GO:0005739,located_in,
AT4G14390,GO:0008150,annotated_with,
AT4G14390,GO:0005737,located_in,
AT4G14390,GO:0009507,located_in,
AT4G14390,GO:0016020,located_in,
AT2G42860,GO:0008150,annotated_with,
AT2G42860,GO:0005634,located_in,
AT1G01080,GO:1901259,annotated_with,
AT1G01080,GO:0005634,located_in,
AT1G01080,GO:0009507,located_in,
AT1G01080,GO:0009536,located_in,
AT1G01080,GO:0009570,located_in,
AT1G01080,GO:0009941,located_in,
AT3G26560,GO:0000398,annotated_with,
AT3G26560,ath03040,participates_in,
AT3G26560,GO:0005634,located_in,
AT3G26560,GO:0005739,located_in,
AT3G26560,GO:0009506,located_in,
AT3G26560,GO:0071013,located_in,
AT1G45160,GO:0006468,annotated_with,
AT1G45160,GO:0016310,annotated_with,
AT1G45160,GO:0035556,annotated_with,
AT1G45160,GO:0005886,located_in,
AT2G42730,GO:0008150,annotated_with,
AT2G42730,GO:0005575,located_in,
AT1G03850,GO:0000122,annotated_with,
AT1G03850,GO:0009735,annotated_with,
AT1G03850,GO:0050832,annotated_with,
AT1G03850,GO:0080183,annotated_with,
AT1G03850,GO:0005737,located_in,
AT4G26288,GO:0008150,annotated_with,
AT4G26288,GO:0005634,located_in,
AT3G13960,SF_response_upregulated,has_response,0.811455659165832
AT3G13960,GO:0006351,annotated_with,
AT3G13960,GO:0006355,annotated_with,
AT3G13960,GO:0009409,annotated_with,
AT3G13960,GO:0009739,annotated_with,
AT3G13960,GO:0048366,annotated_with,
AT3G13960,GO:0005634,located_in,
AT1G14170,GO:0005634,located_in,
AT1G14170,GO:0005737,located_in,
AT2G34220,GO:0009555,annotated_with,
AT2G34220,GO:0009793,annotated_with,
AT2G34220,GO:0005634,located_in,
AT2G34220,GO:0009507,located_in,
AT1G22470,GO:0005575,located_in,
AT1G18270,GO:0005975,annotated_with,
AT1G18270,GO:0005634,located_in,
AT2G21790,GO:0006260,annotated_with,
AT2G21790,ath00230,participates_in,
AT2G21790,ath00240,participates_in,
AT2G21790,ath00480,participates_in,
AT2G21790,ath01100,participates_in,
AT2G21790,ath01232,participates_in,
AT2G21790,GO:0005737,located_in,
AT1G65190,GO:0006952,annotated_with,
AT1G65190,GO:0007166,annotated_with,
AT1G65190,GO:0005886,located_in,
AT1G31885,SF_response_downregulated,has_response,0.417886424962519
AT1G31885,GO:0055085,annotated_with,
AT1G31885,GO:0005575,located_in,
AT5G03270,GO:0009691,annotated_with,
AT5G03270,GO:0005634,located_in,
AT5G03270,GO:0005829,located_in,
ATCG00600,GO:0009767,annotated_with,
ATCG00600,GO:0009507,located_in,
ATCG00600,GO:0009512,located_in,
AT1G01480,GO:0006520,annotated_with,
AT1G01480,GO:0009414,annotated_with,
AT1G01480,GO:0009693,annotated_with,
AT1G01480,ath00270,participates_in,
AT1G01480,ath01100,participates_in,
AT1G01480,ath01110,participates_in,
AT1G01480,ath04016,participates_in,
AT1G01480,GO:0005737,located_in,
AT1G01480,Trait_Se82,associated_with_trait,
AT1G01480,Trait_S34,associated_with_trait,
AT1G74970,GO:0006412,annotated_with,
AT1G74970,ath03010,participates_in,
AT1G74970,GO:0000312,located_in,
AT1G74970,GO:0005739,located_in,
AT1G74970,GO:0009507,located_in,
AT1G74970,GO:0009570,located_in,
AT1G74970,GO:0009941,located_in,
AT3G07150,GO:0005575,located_in,
AT3G56010,GO:0048564,annotated_with,
AT3G56010,GO:0005739,located_in,
AT3G56010,GO:0009533,located_in,
AT3G56010,GO:0009535,located_in,
AT3G20110,GO:0016020,located_in,
AT3G43590,SF_response_upregulated,has_response,0.101814416461501
AT3G43590,GO:0005634,located_in,
AT1G75530,SF_response_upregulated,has_response,0.930459726470551
AT1G75530,GO:0045944,annotated_with,
AT1G75530,GO:0000325,located_in,
AT1G75530,GO:0005634,located_in,
AT1G75530,GO:0031011,located_in,
AT1G48850,GO:0009073,annotated_with,
AT1G48850,GO:0009423,annotated_with,
AT1G48850,GO:0009793,annotated_with,
AT1G48850,ath00400,participates_in,
AT1G48850,ath01100,participates_in,
AT1G48850,ath01110,participates_in,
AT1G48850,ath01230,participates_in,
AT1G48850,GO:0005634,located_in,
AT1G48850,GO:0005730,located_in,
AT1G48850,GO:0005829,located_in,
AT1G48850,GO:0009507,located_in,
AT1G48850,GO:0009536,located_in,
AT1G48850,GO:0009570,located_in,
AT5G14140,GO:0008150,annotated_with,
AT5G14140,GO:0005634,located_in,
12822,SF_response_downregulated,has_response,0.276056526401917
AT4G31600,GO:0048527,annotated_with,
AT4G31600,GO:0055085,annotated_with,
AT4G31600,GO:0072334,annotated_with,
AT4G31600,GO:0080147,annotated_with,
AT4G31600,GO:0005794,located_in,
AT4G31600,GO:0005886,located_in,
AT4G09520,GO:0008150,annotated_with,
AT4G09520,GO:0005575,located_in,
AT1G34020,GO:0055085,annotated_with,
AT1G34020,GO:1904659,annotated_with,
AT1G34020,GO:0005794,located_in,
AT1G34020,GO:0005886,located_in,
AT4G37090,GO:0005634,located_in,
AT2G41870,GO:0009414,annotated_with,
AT2G41870,GO:0009651,annotated_with,
AT2G41870,GO:0009737,annotated_with,
AT2G41870,GO:0010555,annotated_with,
AT2G41870,GO:0005737,located_in,
AT2G41870,GO:0005886,located_in,
AT3G14640,GO:0008150,annotated_with,
AT3G14640,GO:0005739,located_in,
AT3G47590,GO:0008150,annotated_with,
AT3G47590,GO:0005829,located_in,
AT1G75360,GO:0005634,located_in,
AT1G63530,GO:0009860,annotated_with,
AT1G63530,GO:0005634,located_in,
AT5G63670,GO:0006355,annotated_with,
AT5G63670,GO:0006368,annotated_with,
AT5G63670,GO:0140673,annotated_with,
AT5G63670,ath03250,participates_in,
AT5G63670,GO:0005634,located_in,
AT3G61970,GO:0009908,annotated_with,
AT3G61970,GO:0048366,annotated_with,
AT3G61970,GO:1901371,annotated_with,
AT3G61970,GO:0005634,located_in,
AT5G12080,GO:0006820,annotated_with,
AT5G12080,GO:0010150,annotated_with,
AT5G12080,GO:0050982,annotated_with,
AT5G12080,GO:0005634,located_in,
AT5G12080,GO:0005886,located_in,
AT5G53540,GO:0072593,annotated_with,
AT5G53540,GO:0005739,located_in,
AT5G53540,GO:0005741,located_in,
AT5G53540,GO:0005886,located_in,
AT1G36310,GO:0002098,annotated_with,
AT1G36310,GO:0030488,annotated_with,
AT1G36310,GO:0005634,located_in,
AT1G36310,GO:0005737,located_in,
AT2G41850,GO:0005975,annotated_with,
AT2G41850,GO:0009901,annotated_with,
AT2G41850,GO:0010047,annotated_with,
AT2G41850,GO:0010227,annotated_with,
AT2G41850,GO:0045490,annotated_with,
AT2G41850,ath00040,participates_in,
AT2G41850,ath01100,participates_in,
AT2G41850,GO:0005576,located_in,
AT1G09794,GO:0008150,annotated_with,
AT1G09794,GO:0009507,located_in,
AT1G65820,SF_response_downregulated,has_response,0.193891466129732
AT1G65820,ath00480,participates_in,
AT1G65820,ath01100,participates_in,
AT1G65820,GO:0000137,located_in,
AT1G65820,GO:0000325,located_in,
AT1G65820,GO:0005634,located_in,
AT1G65820,GO:0005635,located_in,
AT1G65820,GO:0005773,located_in,
AT1G65820,GO:0005783,located_in,
AT1G65820,GO:0005794,located_in,
AT2G25470,GO:0007165,annotated_with,
AT2G25470,GO:0005576,located_in,
AT2G25470,GO:0005739,located_in,
AT1G08630,GO:0006520,annotated_with,
AT1G08630,GO:0006567,annotated_with,
AT1G08630,ath00260,participates_in,
AT1G08630,ath01100,participates_in,
AT1G08630,ath01110,participates_in,
AT1G08630,ath01230,participates_in,
AT1G08630,GO:0005737,located_in,
AT1G08630,GO:0005829,located_in,
AT5G12340,GO:0009620,annotated_with,
AT5G12340,GO:0005739,located_in,
AT4G34920,SF_response_downregulated,has_response,0.358417739510908
AT4G34920,GO:0006629,annotated_with,
AT4G34920,GO:0005634,located_in,
AT4G34920,GO:0005886,located_in,
AT2G41220,GO:0006537,annotated_with,
AT2G41220,GO:0019676,annotated_with,
AT2G41220,ath00630,participates_in,
AT2G41220,ath00910,participates_in,
AT2G41220,GO:0009507,located_in,
AT2G41220,GO:0009536,located_in,
AT2G41220,GO:0009941,located_in,
AT4G16970,GO:0000727,annotated_with,
AT4G16970,GO:0007165,annotated_with,
AT4G16970,GO:0046777,annotated_with,
AT4G16970,GO:0005634,located_in,
AT4G16970,GO:0005737,located_in,
AT2G38810,GO:0009909,annotated_with,
AT2G38810,GO:0010468,annotated_with,
AT2G38810,GO:0031507,annotated_with,
AT2G38810,ath03082,participates_in,
AT2G38810,GO:0000786,located_in,
AT2G38810,GO:0005634,located_in,
AT2G38810,GO:0005730,located_in,
AT4G39800,GO:0006021,annotated_with,
AT4G39800,GO:0009791,annotated_with,
AT4G39800,GO:0009793,annotated_with,
AT4G39800,GO:0010264,annotated_with,
AT4G39800,ath00562,participates_in,
AT4G39800,ath01100,participates_in,
AT4G39800,ath01110,participates_in,
AT4G39800,GO:0005737,located_in,
AT1G16030,GO:0006457,annotated_with,
AT1G16030,GO:0009408,annotated_with,
AT1G16030,GO:0009615,annotated_with,
AT1G16030,GO:0042026,annotated_with,
AT1G16030,GO:0051085,annotated_with,
AT1G16030,ath03040,participates_in,
AT1G16030,ath04141,participates_in,
AT1G16030,ath04144,participates_in,
AT1G16030,GO:0005737,located_in,
AT1G16030,GO:0005829,located_in,
AT1G16030,GO:0009505,located_in,
AT1G16030,GO:0009507,located_in,
AT1G62810,GO:0002237,annotated_with,
AT1G62810,GO:0006809,annotated_with,
AT1G62810,GO:0009308,annotated_with,
AT1G62810,GO:0009414,annotated_with,
AT1G62810,GO:0009447,annotated_with,
AT1G62810,GO:0009611,annotated_with,
AT1G62810,GO:0009733,annotated_with,
AT1G62810,GO:0009737,annotated_with,
AT1G62810,GO:0009738,annotated_with,
AT1G62810,GO:0009751,annotated_with,
AT1G62810,GO:0009753,annotated_with,
AT1G62810,ath00260,participates_in,
AT1G62810,ath00350,participates_in,
AT1G62810,ath00360,participates_in,
AT1G62810,ath00410,participates_in,
AT1G62810,ath00950,participates_in,
AT1G62810,ath00960,participates_in,
AT1G62810,ath01100,participates_in,
AT1G62810,ath01110,participates_in,
AT1G62810,GO:0005576,located_in,
AT1G62810,GO:0005615,located_in,
AT1G06040,GO:0006355,annotated_with,
AT1G06040,GO:0009416,annotated_with,
AT1G06040,GO:0009640,annotated_with,
AT1G06040,GO:0009651,annotated_with,
AT1G06040,GO:0010228,annotated_with,
AT1G06040,GO:0048573,annotated_with,
AT1G06040,GO:0090351,annotated_with,
AT1G06040,GO:1902448,annotated_with,
AT1G06040,GO:0005634,located_in,
AT4G00170,GO:0061817,annotated_with,
AT4G00170,GO:0090158,annotated_with,
AT4G00170,GO:0005783,located_in,
AT4G00170,GO:0005789,located_in,
AT4G00170,GO:0005886,located_in,
AT4G21560,GO:0032509,annotated_with,
AT4G21560,GO:0043328,annotated_with,
AT4G21560,ath04144,participates_in,
AT4G21560,GO:0000813,located_in,
AT4G21560,GO:0005634,located_in,
AT4G21560,GO:0005794,located_in,
AT4G21560,GO:0005802,located_in,
AT4G21560,GO:0005829,located_in,
AT1G06980,GO:0005575,located_in,
AT2G32510,GO:0006970,annotated_with,
AT2G32510,GO:0007165,annotated_with,
AT2G32510,GO:0009737,annotated_with,
AT2G32510,GO:0009738,annotated_with,
AT2G32510,ath04016,participates_in,
AT2G32510,GO:0005634,located_in,
AT4G35570,GO:0000785,located_in,
AT4G35570,GO:0005634,located_in,
AT4G35570,GO:0005737,located_in,
AT4G35570,GO:0005829,located_in,
AT3G08860,GO:0043562,annotated_with,
AT3G08860,ath00250,participates_in,
AT3G08860,ath00260,participates_in,
AT3G08860,ath00270,participates_in,
AT3G08860,ath00280,participates_in,
AT3G08860,ath00630,participates_in,
AT3G08860,ath01100,participates_in,
AT3G08860,ath01110,participates_in,
AT3G08860,ath01200,participates_in,
AT3G08860,ath01210,participates_in,
AT3G08860,GO:0009507,located_in,
AT4G29440,GO:0008104,annotated_with,
AT4G29440,GO:0015031,annotated_with,
AT4G29440,GO:0005634,located_in,
AT5G60570,SF_response_downregulated,has_response,0.111146130348022
AT5G60570,GO:0005634,located_in,
AT5G51780,GO:0006355,annotated_with,
AT5G51780,GO:0006357,annotated_with,
AT5G51780,GO:0005634,located_in,
AT5G51780,GO:0090575,located_in,
AT3G02360,GO:0006098,annotated_with,
AT3G02360,GO:0009051,annotated_with,
AT3G02360,GO:0046177,annotated_with,
AT3G02360,ath00030,participates_in,
AT3G02360,ath00480,participates_in,
AT3G02360,ath01100,participates_in,
AT3G02360,ath01110,participates_in,
AT3G02360,ath01200,participates_in,
AT3G02360,GO:0005737,located_in,
AT3G02360,GO:0005777,located_in,
AT3G02360,GO:0005829,located_in,
AT3G02360,GO:0009570,located_in,
AT3G02360,GO:0099503,located_in,
AT5G15770,GO:0006044,annotated_with,
AT5G15770,GO:0006048,annotated_with,
AT5G15770,ath00520,participates_in,
AT5G15770,ath01100,participates_in,
AT5G15770,ath01250,participates_in,
AT5G15770,GO:0005783,located_in,
AT5G15770,GO:0005794,located_in,
AT2G16586,GO:0008150,annotated_with,
AT2G16586,GO:0005575,located_in,
AT1G61950,GO:0035556,annotated_with,
AT1G61950,ath04075,participates_in,
AT1G61950,ath04626,participates_in,
AT1G61950,GO:0005634,located_in,
AT1G61950,GO:0005737,located_in,
AT1G61950,GO:0005886,located_in,
AT2G24300,GO:0080142,annotated_with,
AT2G24300,GO:0005634,located_in,
AT1G27435,GO:0008150,annotated_with,
AT1G27435,GO:0005739,located_in,
AT4G28820,SF_response_upregulated,has_response,0.135027989500001
AT4G28820,GO:0000463,annotated_with,
AT4G28820,GO:0000492,annotated_with,
AT4G28820,GO:0005634,located_in,
AT1G23460,GO:0005975,annotated_with,
AT1G23460,GO:0005634,located_in,
ATMG01020,GO:0008150,annotated_with,
ATMG01020,GO:0005739,located_in,
AT3G62370,GO:0005768,located_in,
AT3G62370,GO:0005794,located_in,
AT3G62370,GO:0005802,located_in,
AT5G66052,GO:0005575,located_in,
AT4G13650,SF_response_upregulated,has_response,0.220836787149249
AT4G13650,GO:0009451,annotated_with,
AT4G13650,GO:0005739,located_in,
AT3G02875,GO:0009850,annotated_with,
AT3G02875,GO:0005783,located_in,
AT3G02875,GO:0009507,located_in,
AT5G48770,GO:0006952,annotated_with,
AT5G48770,GO:0007165,annotated_with,
AT5G48770,GO:0005575,located_in,
AT2G32940,GO:0030422,annotated_with,
AT2G32940,GO:0031047,annotated_with,
AT2G32940,GO:0051607,annotated_with,
AT2G32940,GO:0005634,located_in,
AT2G32940,GO:0005737,located_in,
AT4G14380,GO:0005634,located_in,
AT4G10590,GO:0005634,located_in,
AT4G10590,GO:0005829,located_in,
AT1G14060,GO:0005634,located_in,
AT2G46560,GO:0007035,annotated_with,
AT2G46560,ath04142,participates_in,
AT2G46560,GO:0080008,located_in,
AT4G15140,GO:0005634,located_in,
AT4G18010,GO:0009737,annotated_with,
AT4G18010,GO:0009845,annotated_with,
AT4G18010,GO:0032957,annotated_with,
AT4G18010,GO:0046856,annotated_with,
AT4G18010,GO:0090351,annotated_with,
AT4G18010,ath00562,participates_in,
AT4G18010,ath01100,participates_in,
AT4G18010,GO:0005737,located_in,
AT3G15800,GO:0005975,annotated_with,
AT3G15800,GO:0005576,located_in,
AT3G15800,GO:0005886,located_in,
AT3G15800,GO:0016020,located_in,
AT2G30750,GO:0009617,annotated_with,
AT2G30750,GO:0009682,annotated_with,
AT2G30750,ath00380,participates_in,
AT2G30750,ath01100,participates_in,
AT2G30750,GO:0005788,located_in,
AT2G02220,GO:0009611,annotated_with,
AT2G02220,GO:0009617,annotated_with,
AT2G02220,GO:0031347,annotated_with,
AT2G02220,GO:0045087,annotated_with,
AT2G02220,ath00230,participates_in,
AT2G02220,ath01100,participates_in,
AT2G02220,ath04075,participates_in,
AT2G02220,GO:0005886,located_in,
AT1G04770,GO:0009658,annotated_with,
AT1G04770,GO:0010438,annotated_with,
AT1G04770,GO:0010439,annotated_with,
AT1G04770,GO:0005575,located_in,
AT3G55580,GO:0009631,annotated_with,
AT3G55580,GO:1901141,annotated_with,
AT3G55580,GO:0005634,located_in,
AT3G55580,GO:0005737,located_in,
AT4G19230,GO:0001666,annotated_with,
AT4G19230,GO:0009639,annotated_with,
AT4G19230,GO:0009687,annotated_with,
AT4G19230,GO:0048838,annotated_with,
AT4G19230,GO:0050832,annotated_with,
AT4G19230,ath00906,participates_in,
AT4G19230,ath01110,participates_in,
AT4G19230,GO:0009507,located_in,
AT4G23790,GO:0005794,located_in,
AT5G05790,GO:0006355,annotated_with,
AT5G05790,GO:0005634,located_in,
AT3G19210,GO:0000724,annotated_with,
AT3G19210,GO:0007131,annotated_with,
AT3G19210,GO:0010332,annotated_with,
AT3G19210,GO:0045003,annotated_with,
AT3G19210,ath03440,participates_in,
AT3G19210,GO:0005634,located_in,
AT3G56250,GO:0005634,located_in,
AT1G19960,GO:0005575,located_in,
AT5G64050,GO:0006424,annotated_with,
AT5G64050,GO:0007005,annotated_with,
AT5G64050,GO:0009658,annotated_with,
AT5G64050,GO:0048481,annotated_with,
AT5G64050,ath00860,participates_in,
AT5G64050,ath00970,participates_in,
AT5G64050,ath01100,participates_in,
AT5G64050,ath01110,participates_in,
AT5G64050,ath01240,participates_in,
AT5G64050,GO:0005737,located_in,
AT5G64050,GO:0005739,located_in,
AT5G64050,GO:0009507,located_in,
AT5G64050,GO:0009536,located_in,
AT5G64050,GO:0009570,located_in,
AT5G62530,GO:0009651,annotated_with,
AT5G62530,GO:0010133,annotated_with,
AT5G62530,GO:0048316,annotated_with,
AT5G62530,GO:0072593,annotated_with,
AT5G62530,ath00250,participates_in,
AT5G62530,ath00330,participates_in,
AT5G62530,ath01100,participates_in,
AT5G62530,GO:0005739,located_in,
AT5G62530,GO:0005829,located_in,
AT5G62530,GO:0009536,located_in,
AT5G27520,GO:0006635,annotated_with,
AT5G27520,GO:0007031,annotated_with,
AT5G27520,GO:0015866,annotated_with,
AT5G27520,GO:0015867,annotated_with,
AT5G27520,GO:0080024,annotated_with,
AT5G27520,GO:0090351,annotated_with,
AT5G27520,ath04146,participates_in,
AT5G27520,GO:0005739,located_in,
AT5G27520,GO:0005777,located_in,
AT5G27520,GO:0005778,located_in,
AT2G45960,GO:0006833,annotated_with,
AT2G45960,GO:0009414,annotated_with,
AT2G45960,GO:0009651,annotated_with,
AT2G45960,GO:0055085,annotated_with,
AT2G45960,GO:0000325,located_in,
AT2G45960,GO:0005829,located_in,
AT2G45960,GO:0005886,located_in,
AT1G22780,GO:0006413,annotated_with,
AT1G22780,ath03010,participates_in,
AT1G22780,GO:0000325,located_in,
AT1G22780,GO:0005634,located_in,
AT1G22780,GO:0005737,located_in,
AT1G22780,GO:0009505,located_in,
AT1G22780,GO:0009506,located_in,
AT1G22780,GO:0022627,located_in,
AT2G23050,GO:0009958,annotated_with,
AT2G23050,GO:0016567,annotated_with,
AT2G23050,GO:0005634,located_in,
AT2G23050,GO:0005829,located_in,
AT2G23050,GO:0005886,located_in,
AT2G23050,GO:0071944,located_in,
AT4G25450,GO:0055085,annotated_with,
AT4G25450,ath02010,participates_in,
AT4G25450,GO:0005743,located_in,
AT4G25450,GO:0005829,located_in,
AT4G25450,GO:0009507,located_in,
AT4G25450,GO:0009941,located_in,
AT3G11370,GO:0005634,located_in,
AT2G40490,GO:0006782,annotated_with,
AT2G40490,GO:0015995,annotated_with,
AT2G40490,ath00860,participates_in,
AT2G40490,ath01100,participates_in,
AT2G40490,ath01110,participates_in,
AT2G40490,ath01240,participates_in,
AT2G40490,GO:0005794,located_in,
AT2G40490,GO:0009507,located_in,
AT2G40490,GO:0009570,located_in,
AT2G40490,GO:0009941,located_in,
AT2G42520,GO:0005634,located_in,
AT2G42520,GO:0005777,located_in,
AT2G42520,GO:0005829,located_in,
AT2G42520,GO:0009507,located_in,
AT2G42520,GO:0010494,located_in,
AT2G39650,GO:0005634,located_in,
AT4G37490,GO:0000082,annotated_with,
AT4G37490,GO:0001558,annotated_with,
AT4G37490,GO:0010332,annotated_with,
AT4G37490,GO:0044772,annotated_with,
AT4G37490,GO:0000307,located_in,
AT4G37490,GO:0005634,located_in,
AT4G37490,GO:0005737,located_in,
AT4G37490,GO:0005815,located_in,
AT3G49670,GO:0009755,annotated_with,
AT3G49670,GO:0009934,annotated_with,
AT3G49670,GO:0010075,annotated_with,
AT3G49670,GO:0048229,annotated_with,
AT3G49670,GO:0048437,annotated_with,
AT3G49670,GO:0048653,annotated_with,
AT3G49670,GO:0005886,located_in,
AT5G14540,GO:0005634,located_in,
AT5G14540,GO:0042735,located_in,
AT3G09350,GO:0009408,annotated_with,
AT3G09350,GO:0009651,annotated_with,
AT3G09350,ath04141,participates_in,
AT3G09350,GO:0005634,located_in,
AT3G09350,GO:0005737,located_in,
AT3G09350,GO:0005783,located_in,
AT3G09350,GO:0005829,located_in,
AT1G07710,GO:0005886,located_in,
AT3G20250,GO:0006970,annotated_with,
AT3G20250,GO:0009651,annotated_with,
AT3G20250,GO:0009819,annotated_with,
AT3G20250,GO:0010608,annotated_with,
AT3G20250,GO:0051607,annotated_with,
AT3G20250,GO:0000325,located_in,
AT3G20250,GO:0005737,located_in,
AT3G20250,GO:0005829,located_in,
AT5G64210,GO:0010230,annotated_with,
AT5G64210,GO:0005739,located_in,
AT5G64210,GO:0005740,located_in,
AT5G64210,GO:0009507,located_in,
AT3G21820,GO:0010311,annotated_with,
AT3G21820,GO:0040029,annotated_with,
AT3G21820,GO:1990110,annotated_with,
AT3G21820,GO:0005634,located_in,
AT5G40860,GO:0005634,located_in,
AT3G23150,SF_response_upregulated,has_response,0.635180746281581
AT3G23150,GO:0010105,annotated_with,
AT3G23150,GO:0071456,annotated_with,
AT3G23150,ath04016,participates_in,
AT3G23150,ath04075,participates_in,
AT3G23150,GO:0005576,located_in,
AT3G23150,GO:0005783,located_in,
AT5G47580,GO:0005739,located_in,
AT1G26540,GO:0008150,annotated_with,
AT1G26540,GO:0000325,located_in,
AT1G26540,GO:0005634,located_in,
AT1G26540,Trait_Straight125,associated_with_trait,
AT4G26790,GO:0005575,located_in,
AT5G67460,GO:0005975,annotated_with,
AT5G67460,GO:0005576,located_in,
AT5G67460,GO:0005886,located_in,
AT5G15960,GO:0006970,annotated_with,
AT5G15960,GO:0009409,annotated_with,
AT5G15960,GO:0009414,annotated_with,
AT5G15960,GO:0009631,annotated_with,
AT5G15960,GO:0009737,annotated_with,
AT5G15960,GO:0010017,annotated_with,
AT5G15960,GO:0005829,located_in,
AT4G32260,GO:0015986,annotated_with,
AT4G32260,ath00190,participates_in,
AT4G32260,ath00195,participates_in,
AT4G32260,ath01100,participates_in,
AT4G32260,GO:0005886,located_in,
AT4G32260,GO:0009507,located_in,
AT4G32260,GO:0009534,located_in,
AT4G32260,GO:0009535,located_in,
AT4G32260,GO:0009579,located_in,
AT4G32260,GO:0009941,located_in,
AT1G13390,GO:0005634,located_in,
AT5G10030,GO:0006351,annotated_with,
AT5G10030,GO:0006355,annotated_with,
AT5G10030,GO:0042742,annotated_with,
AT5G10030,ath04075,participates_in,
AT5G10030,GO:0005634,located_in,
AT5G39900,GO:0045727,annotated_with,
AT5G39900,GO:0005739,located_in,
AT5G39900,GO:0009507,located_in,
AT5G48600,GO:0000070,annotated_with,
AT5G48600,GO:0007076,annotated_with,
AT5G48600,GO:0009793,annotated_with,
AT5G48600,GO:0000796,located_in,
AT5G48600,GO:0005634,located_in,
AT5G48600,GO:0005694,located_in,
AT4G21620,GO:0005576,located_in,
AT3G49780,GO:0008283,annotated_with,
AT3G49780,GO:0030154,annotated_with,
AT3G49780,GO:0071456,annotated_with,
AT3G49780,GO:1905392,annotated_with,
AT3G49780,ath04075,participates_in,
AT3G49780,GO:0005576,located_in,
AT3G49780,GO:0005794,located_in,
AT3G49780,GO:0031012,located_in,
AT1G64390,ath00500,participates_in,
AT1G64390,ath01100,participates_in,
AT1G64390,GO:0005576,located_in,
AT2G01690,GO:0006661,annotated_with,
AT2G01690,GO:0007033,annotated_with,
AT2G01690,GO:0009555,annotated_with,
AT2G01690,GO:0000325,located_in,
AT2G01690,GO:0005737,located_in,
AT2G01690,GO:0005739,located_in,
AT2G01690,GO:0010008,located_in,
AT5G41610,GO:0006812,annotated_with,
AT5G41610,GO:0006885,annotated_with,
AT5G41610,GO:0098662,annotated_with,
AT5G41610,GO:1902600,annotated_with,
AT5G41610,GO:0005770,located_in,
AT5G41610,GO:0009507,located_in,
AT5G41610,GO:0012505,located_in,
AT5G66530,GO:0005975,annotated_with,
AT5G66530,ath00010,participates_in,
AT5G66530,ath01100,participates_in,
AT5G66530,ath01110,participates_in,
AT5G66530,GO:0005737,located_in,
AT5G66530,GO:0009507,located_in,
AT5G66530,GO:0009536,located_in,
AT5G66530,GO:0009570,located_in,
AT5G66530,GO:0048046,located_in,
AT2G20790,GO:0006886,annotated_with,
AT2G20790,GO:0016192,annotated_with,
AT2G20790,GO:0016197,annotated_with,
AT2G20790,ath04142,participates_in,
AT2G20790,GO:0005634,located_in,
AT2G20790,GO:0005739,located_in,
AT2G20790,GO:0005764,located_in,
AT2G20790,GO:0005770,located_in,
AT2G20790,GO:0005829,located_in,
AT2G20790,GO:0030131,located_in,
AT1G69920,GO:0006749,annotated_with,
