source,target,type,weight
AT1G04390,GO:0016567,annotated_with,
AT1G04390,GO:0009507,located_in,
AT5G40960,GO:0008150,annotated_with,
AT5G40960,GO:0016020,located_in,
AT5G63320,GO:0009409,annotated_with,
AT5G63320,GO:0009651,annotated_with,
AT5G63320,GO:0009737,annotated_with,
AT5G63320,GO:0045892,annotated_with,
AT5G63320,GO:0051365,annotated_with,
AT5G63320,GO:0005634,located_in,
AT5G23340,GO:0005737,located_in,
AT3G21240,GO:0009411,annotated_with,
AT3G21240,GO:0009611,annotated_with,
AT3G21240,GO:0009620,annotated_with,
AT3G21240,GO:0009698,annotated_with,
AT3G21240,ath00130,participates_in,
AT3G21240,ath00940,participates_in,
AT3G21240,ath01100,participates_in,
AT3G21240,ath01110,participates_in,
AT3G21240,GO:0005575,located_in,
AT3G21240,Trait_clim_tmax3,associated_with_trait,
AT3G21240,Trait_clim_tmin3,associated_with_trait,
AT3G21240,Trait_clim_tmax12,associated_with_trait,
AT3G21240,Trait_clim_bio11,associated_with_trait,
AT3G49140,GO:0009536,located_in,
AT3G17800,GO:0009611,annotated_with,
AT3G17800,GO:0010193,annotated_with,
AT3G17800,GO:0010224,annotated_with,
AT3G17800,GO:0005634,located_in,
AT3G17800,GO:0009536,located_in,
AT1G61550,GO:0002221,annotated_with,
AT1G61550,GO:0045087,annotated_with,
AT1G61550,GO:0048544,annotated_with,
AT1G61550,GO:0005783,located_in,
AT1G61550,GO:0005886,located_in,
AT1G61550,GO:0009507,located_in,
AT1G71410,GO:0080147,annotated_with,
AT1G71410,GO:0000139,located_in,
AT1G71410,GO:0005737,located_in,
AT1G71410,GO:0005770,located_in,
AT1G71410,GO:0005794,located_in,
AT1G71410,GO:0005802,located_in,
AT1G71410,GO:0031902,located_in,
AT1G71410,GO:0032588,located_in,
AT1G71410,GO:0035619,located_in,
AT3G22200,GO:0005985,annotated_with,
AT3G22200,GO:0006020,annotated_with,
AT3G22200,GO:0006536,annotated_with,
AT3G22200,GO:0006541,annotated_with,
AT3G22200,GO:0009102,annotated_with,
AT3G22200,GO:0009651,annotated_with,
AT3G22200,GO:0009860,annotated_with,
AT3G22200,GO:0009943,annotated_with,
AT3G22200,GO:0010154,annotated_with,
AT3G22200,GO:0010183,annotated_with,
AT3G22200,GO:0048364,annotated_with,
AT3G22200,GO:0048366,annotated_with,
AT3G22200,GO:0048367,annotated_with,
AT3G22200,ath00250,participates_in,
AT3G22200,ath00650,participates_in,
AT3G22200,ath01100,participates_in,
AT3G22200,GO:0000325,located_in,
AT3G22200,GO:0005737,located_in,
AT3G22200,GO:0005739,located_in,
AT3G22200,GO:0005794,located_in,
AT3G22200,GO:0005829,located_in,
AT2G12170,GO:0005739,located_in,
AT3G47800,GO:0006006,annotated_with,
AT3G47800,ath00010,participates_in,
AT3G47800,ath00052,participates_in,
AT3G47800,ath01100,participates_in,
AT3G47800,ath01110,participates_in,
AT3G47800,GO:0005737,located_in,
AT4G40080,GO:0006900,annotated_with,
AT4G40080,GO:0048268,annotated_with,
AT4G40080,GO:0072583,annotated_with,
AT4G40080,GO:0005739,located_in,
AT4G40080,GO:0005905,located_in,
AT4G40080,GO:0030136,located_in,
AT1G52710,GO:0006123,annotated_with,
AT1G52710,GO:0005739,located_in,
AT1G52710,GO:0045277,located_in,
AT3G26850,GO:0005634,located_in,
AT5G50230,GO:0000045,annotated_with,
AT5G50230,ath04136,participates_in,
AT5G50230,ath04145,participates_in,
AT5G50230,GO:0005634,located_in,
AT4G21650,GO:0008150,annotated_with,
AT4G21650,GO:0005576,located_in,
AT4G21650,GO:0005615,located_in,
AT4G21650,GO:0005829,located_in,
AT3G26085,GO:0071586,annotated_with,
AT3G26085,GO:0009507,located_in,
AT5G25500,GO:0008150,annotated_with,
AT5G25500,GO:0005739,located_in,
AT1G01453,GO:0005575,located_in,
AT4G02520,GO:0002239,annotated_with,
AT4G02520,GO:0006749,annotated_with,
AT4G02520,GO:0009407,annotated_with,
AT4G02520,GO:0009409,annotated_with,
AT4G02520,GO:0010043,annotated_with,
AT4G02520,GO:0046686,annotated_with,
AT4G02520,ath00480,participates_in,
AT4G02520,ath01100,participates_in,
AT4G02520,GO:0000325,located_in,
AT4G02520,GO:0005737,located_in,
AT4G02520,GO:0005829,located_in,
AT4G02520,GO:0005886,located_in,
AT4G02520,GO:0009506,located_in,
AT4G02520,GO:0009507,located_in,
AT4G02520,GO:0009570,located_in,
AT4G02520,GO:0010494,located_in,
AT4G02520,GO:0043231,located_in,
AT4G02520,GO:0048046,located_in,
AT3G56050,GO:0016310,annotated_with,
AT3G56050,GO:0009507,located_in,
AT1G73700,GO:1990961,annotated_with,
AT1G73700,GO:0005737,located_in,
AT1G73700,GO:0016020,located_in,
AT5G11970,GO:0005575,located_in,
AT5G12330,SF_response_upregulated,has_response,0.530810099934266
AT5G12330,GO:0006355,annotated_with,
AT5G12330,GO:0009555,annotated_with,
AT5G12330,GO:0009733,annotated_with,
AT5G12330,GO:0045893,annotated_with,
AT5G12330,GO:0048364,annotated_with,
AT5G12330,GO:0048653,annotated_with,
AT5G12330,GO:0005634,located_in,
AT1G05060,GO:0009507,located_in,
AT1G05060,Trait_clim_aet2,associated_with_trait,
AT5G15930,GO:0005737,located_in,
AT5G47900,GO:0005634,located_in,
AT5G47900,GO:0005739,located_in,
AT5G60340,GO:0009826,annotated_with,
AT5G60340,GO:0080186,annotated_with,
AT5G60340,ath00230,participates_in,
AT5G60340,ath01100,participates_in,
AT5G60340,ath01110,participates_in,
AT5G60340,ath01232,participates_in,
AT5G60340,ath01240,participates_in,
AT5G60340,ath03008,participates_in,
AT5G60340,GO:0005634,located_in,
AT5G60340,GO:0005737,located_in,
AT2G02500,GO:0019288,annotated_with,
AT2G02500,ath00900,participates_in,
AT2G02500,ath01100,participates_in,
AT2G02500,ath01110,participates_in,
AT2G02500,GO:0005737,located_in,
AT2G02500,GO:0009507,located_in,
AT2G02500,GO:0009536,located_in,
AT2G02500,GO:0009570,located_in,
AT2G35900,GO:0005634,located_in,
AT5G15310,GO:0000902,annotated_with,
AT5G15310,GO:0005634,located_in,
AT5G04330,ath00940,participates_in,
AT5G04330,ath01100,participates_in,
AT5G04330,ath01110,participates_in,
AT5G04330,GO:0005739,located_in,
AT4G22460,GO:0008150,annotated_with,
AT4G22460,GO:0005575,located_in,
AT5G49140,SF_response_downregulated,has_response,0.91433151693173
AT5G49140,GO:0006952,annotated_with,
AT5G49140,GO:0007165,annotated_with,
AT5G49140,GO:0005737,located_in,
AT3G57680,GO:0006508,annotated_with,
AT3G57680,GO:0005576,located_in,
AT3G57680,GO:0005886,located_in,
AT1G19320,GO:0005576,located_in,
AT5G24430,GO:0006499,annotated_with,
AT5G24430,GO:0035556,annotated_with,
AT5G24430,GO:0046777,annotated_with,
AT5G24430,ath04075,participates_in,
AT5G24430,ath04626,participates_in,
AT5G24430,GO:0005634,located_in,
AT5G24430,GO:0005737,located_in,
AT5G24430,GO:0005886,located_in,
AT5G24430,GO:0009506,located_in,
AT5G53670,GO:0008150,annotated_with,
AT5G53670,GO:0005575,located_in,
AT4G18920,GO:0008150,annotated_with,
AT4G18920,GO:0005634,located_in,
AT1G03340,SF_response_downregulated,has_response,0.278287085135511
AT1G03340,GO:0008150,annotated_with,
AT1G03340,GO:0005739,located_in,
AT5G51820,GO:0005975,annotated_with,
AT5G51820,GO:0009409,annotated_with,
AT5G51820,GO:0019252,annotated_with,
AT5G51820,ath00010,participates_in,
AT5G51820,ath00030,participates_in,
AT5G51820,ath00052,participates_in,
AT5G51820,ath00230,participates_in,
AT5G51820,ath00500,participates_in,
AT5G51820,ath00520,participates_in,
AT5G51820,ath01100,participates_in,
AT5G51820,ath01110,participates_in,
AT5G51820,ath01250,participates_in,
AT5G51820,GO:0005829,located_in,
AT5G51820,GO:0009507,located_in,
AT5G51820,GO:0009570,located_in,
AT5G51820,GO:0009941,located_in,
AT5G51820,GO:0010319,located_in,
AT5G51820,GO:0048046,located_in,
AT4G25600,ath00330,participates_in,
AT4G25600,ath01100,participates_in,
AT4G25600,GO:0005576,located_in,
AT4G25600,GO:0005783,located_in,
AT4G25600,GO:0009507,located_in,
14351,SF_response_upregulated,has_response,0.237970700700665
AT3G09360,SF_response_upregulated,has_response,0.196960510714118
AT3G09360,GO:0006352,annotated_with,
AT3G09360,GO:0006383,annotated_with,
AT3G09360,GO:0055046,annotated_with,
AT3G09360,GO:0070897,annotated_with,
AT3G09360,GO:0005634,located_in,
AT3G09360,GO:0097550,located_in,
AT1G05260,GO:0006950,annotated_with,
AT1G05260,GO:0006979,annotated_with,
AT1G05260,GO:0009269,annotated_with,
AT1G05260,GO:0009409,annotated_with,
AT1G05260,GO:0042538,annotated_with,
AT1G05260,ath00940,participates_in,
AT1G05260,ath01100,participates_in,
AT1G05260,ath01110,participates_in,
AT1G05260,GO:0005576,located_in,
AT1G05260,GO:0005783,located_in,
AT1G05260,GO:0009505,located_in,
AT3G15590,SF_response_upregulated,has_response,0.18318891146317
AT3G15590,GO:0032543,annotated_with,
AT3G15590,GO:0005739,located_in,
AT3G15590,GO:0005761,located_in,
AT5G15780,GO:0005575,located_in,
AT5G60960,GO:0005634,located_in,
AT5G60960,GO:0005739,located_in,
AT3G44150,GO:0005576,located_in,
AT3G44150,GO:0005886,located_in,
AT1G12880,GO:0005634,located_in,
AT1G12880,GO:0005737,located_in,
AT1G20000,GO:0051123,annotated_with,
AT1G20000,ath03022,participates_in,
AT1G20000,GO:0005634,located_in,
AT1G20000,GO:0005669,located_in,
AT5G63680,GO:0006096,annotated_with,
AT5G63680,ath00010,participates_in,
AT5G63680,ath00620,participates_in,
AT5G63680,ath01100,participates_in,
AT5G63680,ath01110,participates_in,
AT5G63680,ath01200,participates_in,
AT5G63680,ath01230,participates_in,
AT5G63680,GO:0005737,located_in,
AT5G63680,GO:0009536,located_in,
AT1G05150,GO:0005576,located_in,
AT1G05150,GO:0005634,located_in,
AT1G05150,GO:0005768,located_in,
AT1G05150,GO:0005794,located_in,
AT1G05150,GO:0005802,located_in,
AT1G05150,GO:0005886,located_in,
AT1G05150,GO:0009506,located_in,
AT1G26770,GO:0006949,annotated_with,
AT1G26770,GO:0009664,annotated_with,
AT1G26770,GO:0009826,annotated_with,
AT1G26770,GO:0009828,annotated_with,
AT1G26770,GO:0005576,located_in,
AT1G26770,GO:0009505,located_in,
AT5G35753,GO:0005634,located_in,
AT2G20300,GO:0046777,annotated_with,
AT2G20300,GO:0048367,annotated_with,
AT2G20300,GO:1905393,annotated_with,
AT2G20300,GO:0005576,located_in,
AT5G49000,GO:0009507,located_in,
AT4G11050,ath00500,participates_in,
AT4G11050,ath01100,participates_in,
AT4G11050,GO:0005576,located_in,
AT4G02980,GO:0000911,annotated_with,
AT4G02980,GO:0007165,annotated_with,
AT4G02980,GO:0009826,annotated_with,
AT4G02980,GO:0010928,annotated_with,
AT4G02980,GO:0032877,annotated_with,
AT4G02980,GO:0051781,annotated_with,
AT4G02980,ath04075,participates_in,
AT4G02980,GO:0009507,located_in,
AT1G74040,GO:0009098,annotated_with,
AT1G74040,ath00290,participates_in,
AT1G74040,ath00620,participates_in,
AT1G74040,ath01100,participates_in,
AT1G74040,ath01110,participates_in,
AT1G74040,ath01210,participates_in,
AT1G74040,ath01230,participates_in,
AT1G74040,GO:0009507,located_in,
AT1G74040,GO:0009941,located_in,
AT3G17730,GO:0006355,annotated_with,
AT3G17730,GO:0005634,located_in,
AT5G06560,GO:0005634,located_in,
AT5G06560,GO:0016020,located_in,
AT3G43600,GO:0008150,annotated_with,
AT3G43600,ath00380,participates_in,
AT3G43600,ath01100,participates_in,
AT3G43600,GO:0009507,located_in,
AT2G43240,GO:0015739,annotated_with,
AT2G43240,GO:0055085,annotated_with,
AT2G43240,GO:0000139,located_in,
AT5G08170,GO:0006596,annotated_with,
AT5G08170,GO:0009446,annotated_with,
AT5G08170,GO:0009793,annotated_with,
AT5G08170,ath00330,participates_in,
AT5G08170,ath01100,participates_in,
AT5G08170,ath01110,participates_in,
AT5G08170,GO:0005634,located_in,
AT1G79410,GO:0042631,annotated_with,
AT1G79410,GO:0055085,annotated_with,
AT1G79410,GO:0070417,annotated_with,
AT1G79410,GO:0071472,annotated_with,
AT1G79410,GO:0005739,located_in,
AT1G79410,GO:0005886,located_in,
AT1G79410,GO:0009705,located_in,
AT1G26850,GO:0005634,located_in,
AT1G26850,GO:0005737,located_in,
AT1G26850,GO:0005768,located_in,
AT1G26850,GO:0005794,located_in,
AT1G26850,GO:0005797,located_in,
AT1G26850,GO:0005802,located_in,
AT2G41800,GO:0009624,annotated_with,
AT2G41800,GO:0009733,annotated_with,
AT2G41800,GO:1902066,annotated_with,
AT2G41800,GO:1905421,annotated_with,
AT2G41800,GO:0009505,located_in,
AT2G41800,GO:0009506,located_in,
AT5G03900,GO:0008150,annotated_with,
AT5G03900,GO:0009507,located_in,
AT5G03900,GO:0009536,located_in,
AT5G03900,GO:0009941,located_in,
AT4G27290,GO:0006955,annotated_with,
AT4G27290,GO:0007165,annotated_with,
AT4G27290,GO:0048544,annotated_with,
AT4G27290,GO:0005576,located_in,
AT4G27290,GO:0005886,located_in,
AT2G31650,GO:0006338,annotated_with,
AT2G31650,GO:0006355,annotated_with,
AT2G31650,GO:0006357,annotated_with,
AT2G31650,GO:0009414,annotated_with,
AT2G31650,GO:0009738,annotated_with,
AT2G31650,GO:0009909,annotated_with,
AT2G31650,GO:0009910,annotated_with,
AT2G31650,GO:0010093,annotated_with,
AT2G31650,GO:0010228,annotated_with,
AT2G31650,GO:0030036,annotated_with,
AT2G31650,GO:0040029,annotated_with,
AT2G31650,GO:0090333,annotated_with,
AT2G31650,GO:2000023,annotated_with,
AT2G31650,GO:2000067,annotated_with,
AT2G31650,GO:2000280,annotated_with,
AT2G31650,GO:0000785,located_in,
AT2G31650,GO:0005634,located_in,
AT2G31650,GO:0005737,located_in,
AT2G31650,GO:0005886,located_in,
AT2G31650,GO:0048188,located_in,
AT2G31650,GO:0048471,located_in,
AT1G72150,GO:0009860,annotated_with,
AT1G72150,GO:0005634,located_in,
AT1G72150,GO:0005739,located_in,
AT1G72150,GO:0005773,located_in,
AT1G72150,GO:0005794,located_in,
AT1G72150,GO:0005886,located_in,
AT1G72150,GO:0009506,located_in,
AT1G72150,GO:0048046,located_in,
AT3G45100,GO:0006506,annotated_with,
AT3G45100,GO:0009846,annotated_with,
AT3G45100,GO:0009860,annotated_with,
AT3G45100,ath00563,participates_in,
AT3G45100,ath01100,participates_in,
AT3G45100,GO:0005634,located_in,
AT5G19855,GO:0061077,annotated_with,
AT5G19855,GO:0110102,annotated_with,
AT5G19855,GO:0005739,located_in,
AT5G19855,GO:0009570,located_in,
AT1G15870,SF_response_upregulated,has_response,0.454370178974632
AT1G15870,GO:0008150,annotated_with,
AT1G15870,GO:0005739,located_in,
AT1G15870,GO:0005759,located_in,
AT4G04330,GO:0009409,annotated_with,
AT4G04330,GO:0009414,annotated_with,
AT4G04330,GO:0009651,annotated_with,
AT4G04330,GO:0061077,annotated_with,
AT4G04330,GO:0110102,annotated_with,
AT4G04330,GO:0009534,located_in,
AT5G01850,GO:0006468,annotated_with,
AT5G01850,GO:0007165,annotated_with,
AT5G01850,GO:0005737,located_in,
AT2G41445,GO:0008150,annotated_with,
AT2G41445,GO:0005739,located_in,
AT1G51270,GO:0007165,annotated_with,
AT1G51270,GO:0061817,annotated_with,
AT1G51270,GO:0090158,annotated_with,
AT1G51270,GO:0005737,located_in,
AT1G51270,GO:0005789,located_in,
AT1G51270,GO:0005886,located_in,
AT2G25460,GO:0005634,located_in,
AT3G46440,GO:0033320,annotated_with,
AT3G46440,GO:0042732,annotated_with,
AT3G46440,GO:0045492,annotated_with,
AT3G46440,ath00520,participates_in,
AT3G46440,ath01100,participates_in,
AT3G46440,ath01250,participates_in,
AT3G46440,GO:0005737,located_in,
AT3G46440,GO:0005829,located_in,
AT3G46440,GO:0005886,located_in,
AT3G46440,GO:0009507,located_in,
AT4G26060,GO:0005575,located_in,
AT2G47580,GO:0000398,annotated_with,
AT2G47580,GO:0009651,annotated_with,
AT2G47580,ath03040,participates_in,
AT2G47580,GO:0005634,located_in,
AT2G47580,GO:0005685,located_in,
AT2G47580,GO:0005730,located_in,
AT4G17240,GO:0005575,located_in,
AT3G12820,GO:0009646,annotated_with,
AT3G12820,GO:0009723,annotated_with,
AT3G12820,GO:0010043,annotated_with,
AT3G12820,GO:0010468,annotated_with,
AT3G12820,GO:1990641,annotated_with,
AT3G12820,GO:0005634,located_in,
AT5G25040,GO:0009507,located_in,
AT5G25040,GO:0009536,located_in,
AT5G45510,GO:0005634,located_in,
AT5G45510,GO:0005886,located_in,
AT5G45510,GO:0009536,located_in,
AT1G68020,GO:0005992,annotated_with,
AT1G68020,ath00500,participates_in,
AT1G68020,ath01100,participates_in,
AT1G68020,ath01110,participates_in,
AT1G68020,GO:0009507,located_in,
AT3G45600,SF_response_downregulated,has_response,0.239516650213298
AT3G45600,GO:0009734,annotated_with,
AT3G45600,GO:0005829,located_in,
AT3G45600,GO:0005886,located_in,
AT3G45600,GO:0009506,located_in,
AT2G19920,GO:0030422,annotated_with,
AT2G19920,GO:0009507,located_in,
AT2G19920,GO:0031380,located_in,
AT1G49500,GO:0005575,located_in,
1422,SF_response_downregulated,has_response,0.200719742712471
AT5G56795,GO:0010038,annotated_with,
AT5G56795,GO:0005575,located_in,
AT3G51440,GO:0009058,annotated_with,
AT3G51440,GO:0009611,annotated_with,
AT3G51440,GO:0009615,annotated_with,
AT3G51440,GO:0009620,annotated_with,
AT3G51440,GO:0009723,annotated_with,
AT3G51440,GO:0009751,annotated_with,
AT3G51440,GO:0009753,annotated_with,
AT3G51440,GO:0005783,located_in,
AT3G51440,GO:0009507,located_in,
AT2G42750,GO:0005829,located_in,
AT2G42750,GO:0009507,located_in,
AT5G03960,GO:0005634,located_in,
AT5G23810,GO:0006865,annotated_with,
AT5G23810,GO:0005886,located_in,
AT5G23810,GO:0016020,located_in,
AT5G04720,GO:0007166,annotated_with,
AT5G04720,GO:0042742,annotated_with,
AT5G04720,GO:0050832,annotated_with,
AT5G04720,GO:0005575,located_in,
AT4G36980,GO:0005634,located_in,
AT5G43520,SF_response_downregulated,has_response,0.315533064441902
AT5G43520,GO:0005634,located_in,
AT2G36790,GO:0051555,annotated_with,
AT2G36790,ath00944,participates_in,
AT2G36790,GO:0005783,located_in,
AT2G36790,GO:0009507,located_in,
AT1G33770,GO:0016310,annotated_with,
AT1G33770,GO:0032968,annotated_with,
AT1G33770,GO:0000307,located_in,
AT1G33770,GO:0005634,located_in,
AT4G31780,GO:0009247,annotated_with,
AT4G31780,GO:0009793,annotated_with,
AT4G31780,GO:0010027,annotated_with,
AT4G31780,GO:0019375,annotated_with,
AT4G31780,ath00561,participates_in,
AT4G31780,ath01100,participates_in,
AT4G31780,GO:0005886,located_in,
AT4G31780,GO:0009507,located_in,
AT4G31780,GO:0009536,located_in,
AT4G31780,GO:0009706,located_in,
AT4G31780,GO:0009941,located_in,
AT2G31020,GO:0008150,annotated_with,
AT2G31020,ath04142,participates_in,
AT2G31020,GO:0005634,located_in,
AT2G31020,GO:0005829,located_in,
AT2G31020,GO:0016020,located_in,
AT1G71150,GO:0051726,annotated_with,
AT1G71150,GO:0005634,located_in,
AT5G35930,GO:0005739,located_in,
AT5G63500,GO:0016020,located_in,
AT5G41920,GO:0006355,annotated_with,
AT5G41920,GO:0048366,annotated_with,
AT5G41920,GO:0005634,located_in,
AT2G23360,GO:0005737,located_in,
AT5G09260,GO:0006900,annotated_with,
AT5G09260,GO:0007034,annotated_with,
AT5G09260,GO:0016192,annotated_with,
AT5G09260,GO:0032511,annotated_with,
AT5G09260,GO:0070676,annotated_with,
AT5G09260,ath03250,participates_in,
AT5G09260,ath04144,participates_in,
AT5G09260,GO:0000815,located_in,
AT5G09260,GO:0005737,located_in,
AT5G09260,GO:0005770,located_in,
AT5G09260,GO:0005771,located_in,
AT5G09260,GO:0005829,located_in,
AT5G09260,GO:0005886,located_in,
AT5G63150,GO:0008150,annotated_with,
AT5G63150,GO:0005575,located_in,
AT3G32040,GO:0033384,annotated_with,
AT3G32040,GO:0033386,annotated_with,
AT3G32040,GO:0045337,annotated_with,
AT3G32040,ath00900,participates_in,
AT3G32040,ath01100,participates_in,
AT3G32040,ath01110,participates_in,
AT3G32040,GO:0009507,located_in,
AT3G32040,GO:0010287,located_in,
AT3G12120,GO:0006636,annotated_with,
AT3G12120,ath01040,participates_in,
AT3G12120,ath01100,participates_in,
AT3G12120,ath01212,participates_in,
AT3G12120,GO:0005634,located_in,
AT3G12120,GO:0005783,located_in,
AT3G55510,GO:0010582,annotated_with,
AT3G55510,GO:0042273,annotated_with,
AT3G55510,GO:0005634,located_in,
AT3G55510,GO:0005654,located_in,
AT3G55510,GO:0005730,located_in,
AT5G20240,GO:0006357,annotated_with,
AT5G20240,GO:0010093,annotated_with,
AT5G20240,GO:0045944,annotated_with,
AT5G20240,GO:0005634,located_in,
AT5G20240,GO:0005737,located_in,
AT5G07900,GO:0006355,annotated_with,
AT5G07900,GO:0009507,located_in,
AT5G17720,SF_response_downregulated,has_response,0.371120099450452
AT5G17720,GO:0008150,annotated_with,
AT5G17720,GO:0005737,located_in,
AT5G59480,GO:0005634,located_in,
AT4G18690,GO:0006351,annotated_with,
AT4G18690,GO:0005634,located_in,
AT5G18690,GO:0005886,located_in,
AT5G18690,GO:0016020,located_in,
AT2G01760,GO:0000160,annotated_with,
AT2G01760,GO:0009736,annotated_with,
AT2G01760,ath04075,participates_in,
AT2G01760,GO:0005737,located_in,
AT5G55180,GO:0005975,annotated_with,
AT5G55180,GO:0005576,located_in,
AT5G55180,GO:0005886,located_in,
AT5G55180,GO:0009507,located_in,
AT3G18960,GO:0005634,located_in,
AT3G18960,GO:0009507,located_in,
7332,SF_response_downregulated,has_response,0.673596136551653
AT5G22840,GO:0000245,annotated_with,
AT5G22840,GO:0016310,annotated_with,
AT5G22840,GO:0005634,located_in,
AT2G44100,GO:0007264,annotated_with,
AT2G44100,GO:0015031,annotated_with,
AT2G44100,GO:0016192,annotated_with,
AT2G44100,GO:0005737,located_in,
AT2G44100,GO:0005829,located_in,
AT3G07330,GO:0048868,annotated_with,
AT3G07330,GO:0071555,annotated_with,
AT3G07330,GO:0099402,annotated_with,
AT3G07330,GO:0000138,located_in,
AT3G07330,GO:0005768,located_in,
AT3G07330,GO:0005794,located_in,
AT3G07330,GO:0005802,located_in,
AT1G43130,GO:0010222,annotated_with,
AT1G43130,GO:0005576,located_in,
AT1G43130,GO:0005768,located_in,
AT1G43130,GO:0005794,located_in,
AT1G43130,GO:0005802,located_in,
AT5G27410,GO:0019752,annotated_with,
AT5G27410,GO:0005576,located_in,
AT5G27410,GO:0009507,located_in,
AT4G03070,GO:0019761,annotated_with,
AT4G03070,GO:0005737,located_in,
AT1G48580,SF_response_upregulated,has_response,0.278795891838361
AT1G48580,GO:0000725,annotated_with,
AT1G48580,GO:0005634,located_in,
AT5G13300,GO:0006897,annotated_with,
AT5G13300,GO:0009733,annotated_with,
AT5G13300,GO:0009965,annotated_with,
AT5G13300,GO:0010051,annotated_with,
AT5G13300,GO:0010087,annotated_with,
AT5G13300,ath04144,participates_in,
AT5G13300,GO:0005575,located_in,
AT5G13300,GO:0005634,located_in,
AT5G13300,GO:0005886,located_in,
AT5G13300,GO:0030140,located_in,
AT4G33510,GO:0009073,annotated_with,
AT4G33510,GO:0009423,annotated_with,
AT4G33510,ath00400,participates_in,
AT4G33510,ath01100,participates_in,
AT4G33510,ath01110,participates_in,
AT4G33510,ath01230,participates_in,
AT4G33510,GO:0005886,located_in,
AT4G33510,GO:0009507,located_in,
AT4G33510,GO:0009534,located_in,
AT4G36240,GO:0006357,annotated_with,
AT4G36240,GO:0007623,annotated_with,
AT4G36240,GO:0009416,annotated_with,
AT4G36240,GO:0030154,annotated_with,
AT4G36240,GO:0045893,annotated_with,
AT4G36240,GO:0005634,located_in,
AT4G17215,SF_response_downregulated,has_response,0.143512000581703
AT4G17215,GO:0005739,located_in,
AT2G43460,ath03010,participates_in,
AT2G43460,GO:0005737,located_in,
AT2G43460,GO:0005829,located_in,
AT2G43460,GO:0022625,located_in,
AT2G43460,GO:0022626,located_in,
16446,SF_response_upregulated,has_response,0.375124807718689
AT2G25010,GO:0010073,annotated_with,
AT2G25010,GO:0010082,annotated_with,
AT2G25010,GO:0005634,located_in,
AT1G27950,GO:0006869,annotated_with,
AT1G27950,GO:0042335,annotated_with,
AT1G27950,GO:0050832,annotated_with,
AT1G27950,GO:0005634,located_in,
AT1G27950,GO:0005783,located_in,
AT1G27950,GO:0005886,located_in,
AT1G27950,GO:0009505,located_in,
AT1G27950,GO:0016020,located_in,
AT1G27950,GO:0099503,located_in,
19590,SF_response_upregulated,has_response,0.114120622504274
AT3G14580,GO:0008150,annotated_with,
AT3G14580,GO:0005739,located_in,
AT1G70350,GO:0005886,located_in,
AT3G26200,SF_response_upregulated,has_response,1.52498165970031
AT3G26200,GO:0009507,located_in,
AT5G03210,GO:0051607,annotated_with,
AT5G03210,GO:0005634,located_in,
AT5G03210,GO:0005829,located_in,
AT3G44890,GO:0006412,annotated_with,
AT3G44890,ath03010,participates_in,
AT3G44890,GO:0000311,located_in,
AT3G44890,GO:0005739,located_in,
AT3G44890,GO:0005829,located_in,
AT3G44890,GO:0009507,located_in,
AT3G44890,GO:0009570,located_in,
AT3G44890,GO:0009941,located_in,
AT1G67030,SF_response_downregulated,has_response,0.43033170798911
AT1G67030,GO:0006355,annotated_with,
AT1G67030,GO:0009736,annotated_with,
AT1G67030,GO:0009740,annotated_with,
AT1G67030,GO:0009788,annotated_with,
AT1G67030,GO:0010026,annotated_with,
AT1G67030,GO:0010090,annotated_with,
AT1G67030,GO:0005634,located_in,
AT1G67030,GO:0022626,located_in,
AT1G54610,GO:0032968,annotated_with,
AT1G54610,GO:0000307,located_in,
AT1G54610,GO:0005634,located_in,
AT2G24960,GO:0005634,located_in,
AT2G01430,SF_response_downregulated,has_response,0.535353239581012
AT2G01430,GO:0009651,annotated_with,
AT2G01430,GO:0005634,located_in,
AT3G18880,GO:0006412,annotated_with,
AT3G18880,ath03010,participates_in,
AT3G18880,GO:0005575,located_in,
AT3G03630,GO:0006535,annotated_with,
AT3G03630,GO:0009643,annotated_with,
AT3G03630,GO:0010310,annotated_with,
AT3G03630,GO:0015979,annotated_with,
AT3G03630,ath00270,participates_in,
AT3G03630,ath01100,participates_in,
AT3G03630,ath01230,participates_in,
AT3G03630,GO:0005737,located_in,
AT3G03630,GO:0009507,located_in,
AT3G03630,GO:0031977,located_in,
AT3G03240,GO:0008150,annotated_with,
AT3G03240,GO:0009507,located_in,
AT4G14530,GO:0008150,annotated_with,
AT4G14530,GO:0005634,located_in,
AT3G01770,GO:0009737,annotated_with,
AT3G01770,GO:0045893,annotated_with,
AT3G01770,GO:0005634,located_in,
AT1G23010,GO:0010073,annotated_with,
AT1G23010,GO:0016036,annotated_with,
AT1G23010,GO:0005576,located_in,
AT1G23010,GO:0005783,located_in,
AT2G25110,GO:0002221,annotated_with,
AT2G25110,GO:0042742,annotated_with,
AT2G25110,GO:0050832,annotated_with,
AT2G25110,GO:0005773,located_in,
AT2G25110,GO:0005783,located_in,
AT2G25110,GO:0009507,located_in,
AT4G34250,GO:0000038,annotated_with,
AT4G34250,GO:0006633,annotated_with,
AT4G34250,GO:0009416,annotated_with,
AT4G34250,GO:0030497,annotated_with,
AT4G34250,ath00062,participates_in,
AT4G34250,ath01100,participates_in,
AT4G34250,ath01110,participates_in,
AT4G34250,ath04626,participates_in,
AT4G34250,GO:0005737,located_in,
AT4G34250,GO:0005783,located_in,
