node_id,id,label,type,tair_id,symbol,mean_log2fc,fisher_pval,fisher_fdr,n_studies,consensus,direction,color,size,ontology,go_id,term,pathway_id,full_name,trait_name,n_genes,ecotype_name,n_deg
AT3G13330,AT3G13330,PA200,Gene,AT3G13330,PA200,-0.055720491410056,8.98572402694073e-32,7.78447776201386e-31,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G53800,AT1G53800,AT1G53800,Gene,AT1G53800,,0.169855886989096,7.81722389915175e-29,6.288309634065019e-28,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G27860,AT3G27860,PDP6,Gene,AT3G27860,PDP6,0.374611564341799,5.52537908265543e-05,0.0001754927481603,18.0,True,upregulated,#0279EE,23,,,,,,,,,
AT3G20970,AT3G20970,NFU4,Gene,AT3G20970,NFU4,-0.0724847447857136,6.59845816620651e-06,2.23629735721748e-05,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT2G37660,AT2G37660,AT2G37660,Gene,AT2G37660,,0.0748490979126075,1.31891757688366e-154,1.00224218386294e-152,18.0,False,upregulated,#0279EE,27,,,,,,,,,
3259,3259,3259,Gene,3259,,-0.0379200092517478,0.0165473246843879,0.0392622610608218,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT2G19910,AT2G19910,AT2G19910,Gene,AT2G19910,,0.240268312295073,5.55048044702744e-20,3.44505483952608e-19,17.0,False,upregulated,#0279EE,19,,,,,,,,,
1923,1923,1923,Gene,1923,,-0.11446271936232,2.11048367384889e-05,6.9090584809153e-05,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT3G59110,AT3G59110,AT3G59110,Gene,AT3G59110,,-0.0817003338946533,6.11486179446775e-60,9.65816926338013e-59,18.0,False,downregulated,#0279EE,23,,,,,,,,,
12764,12764,12764,Gene,12764,,-0.212178109341023,0.0073232337125354,0.0185162543437571,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT5G57550,AT5G57550,XTR3,Gene,AT5G57550,XTR3,0.814125063242507,5.1559891773516196e-42,5.68517090065279e-41,16.0,False,upregulated,#0279EE,21,,,,,,,,,
10955,10955,10955,Gene,10955,,0.308190010560656,0.0115400333233324,0.0282066153110236,4.0,True,upregulated,#0279EE,17,,,,,,,,,
AT3G54790,AT3G54790,PUB3,Gene,AT3G54790,PUB3,0.0043441448993013,6.86224849694581e-05,0.0002166144989903,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G39360,AT4G39360,AT4G39360,Gene,AT4G39360,,0.345493994131844,6.3446506093974e-27,4.85040081423383e-26,17.0,False,upregulated,#0279EE,17,,,,,,,,,
AT2G02980,AT2G02980,OTP85,Gene,AT2G02980,OTP85,0.168842078321251,9.38715993316525e-13,4.50113624991879e-12,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT1G05860,AT1G05860,AT1G05860,Gene,AT1G05860,,0.116000341029188,2.49490606513638e-05,8.12908027413165e-05,18.0,True,upregulated,#0279EE,23,,,,,,,,,
AT5G40700,AT5G40700,AT5G40700,Gene,AT5G40700,,-0.0476863455185177,2.15611011471784e-06,7.5473306173852e-06,18.0,False,downregulated,#0279EE,17,,,,,,,,,
8094,8094,8094,Gene,8094,,0.591012144082768,0.0002346233543375,0.0007069484303903,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT2G21180,AT2G21180,AT2G21180,Gene,AT2G21180,,0.0284749271834548,4.9174992998923e-54,6.88304021477104e-53,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT5G18880,AT5G18880,AT5G18880,Gene,AT5G18880,,0.0366733299863195,0.0002077739053247,0.0006287856245048,2.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G56050,AT5G56050,NHL43,Gene,AT5G56050,NHL43,-0.0087567990551276,3.04690639999779e-06,1.05579843147473e-05,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G67340,AT1G67340,AT1G67340,Gene,AT1G67340,,-0.368674675392371,1.38670123449465e-78,3.09420381648784e-77,18.0,True,downregulated,#0279EE,21,,,,,,,,,
AT1G17440,AT1G17440,TAF12B,Gene,AT1G17440,TAF12B,-0.0425303347444458,3.38429179787862e-06,1.1682615803239e-05,18.0,False,downregulated,#0279EE,35,,,,,,,,,
AT4G12580,AT4G12580,AT4G12580,Gene,AT4G12580,,0.368040663965716,0.0118347449904659,0.0288603627190797,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G13550,AT1G13550,AT1G13550,Gene,AT1G13550,,-0.277730336500328,1.77967160014646e-08,7.04068417708677e-08,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT3G29160,AT3G29160,SNRK1.2,Gene,AT3G29160,SNRK1.2,-0.136647518927882,1.77494232400892e-49,2.28418749214944e-48,18.0,True,downregulated,#0279EE,29,,,,,,,,,
AT5G41400,AT5G41400,AT5G41400,Gene,AT5G41400,,-0.0756066964590226,3.46547227601988e-16,1.8988753863778302e-15,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT5G05010,AT5G05010,AT5G05010,Gene,AT5G05010,,0.0013802182276336,1.29409430887085e-12,6.17664049335168e-12,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT4G20320,AT4G20320,CTPS4,Gene,AT4G20320,CTPS4,-0.0073995157625414,6.054093767594789e-11,2.69133636515578e-10,18.0,False,downregulated,#0279EE,33,,,,,,,,,
AT2G21800,AT2G21800,EME1A,Gene,AT2G21800,EME1A,0.148952986605676,0.0029085034183324,0.0077940022673932,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT1G07430,AT1G07430,HON,Gene,AT1G07430,HON,0.897303345512894,5.7190243348211705e-68,1.05894784873904e-66,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT1G21230,AT1G21230,WAK5,Gene,AT1G21230,WAK5,-0.214401385425729,1.4986031157964502e-17,8.59246578799728e-17,16.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G48470,AT3G48470,EMB2423,Gene,AT3G48470,EMB2423,0.0372556217559054,1.59187019429576e-13,7.882050653896589e-13,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT4G23640,AT4G23640,TRH1,Gene,AT4G23640,TRH1,-0.0373587226299509,2.9937812420183e-59,4.66887741111754e-58,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT5G06440,AT5G06440,AT5G06440,Gene,AT5G06440,,-0.0741799248809452,6.85856968256656e-15,3.58151348319637e-14,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G04730,AT1G04730,CTF18,Gene,AT1G04730,CTF18,0.341136523961602,4.67630923522511e-96,1.43104437274421e-94,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G66290,AT5G66290,AT5G66290,Gene,AT5G66290,,-0.0837794714699932,2.14424968132601e-10,9.287990545025981e-10,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G09932,AT1G09932,AT1G09932,Gene,AT1G09932,,0.227399395921972,5.55267659865998e-09,2.25060107885241e-08,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G29630,AT3G29630,AT3G29630,Gene,AT3G29630,,-0.12597018222045,5.026701550510701e-16,2.73872388382381e-15,16.0,False,downregulated,#0279EE,17,,,,,,,,,
AT1G16430,AT1G16430,AT1G16430,Gene,AT1G16430,,0.0787901282241007,5.88393817749116e-06,2.00145677906651e-05,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G13580,AT3G13580,uL30w,Gene,AT3G13580,uL30w,0.247021676084855,3.2928259839216502e-52,4.46916740040579e-51,18.0,True,upregulated,#0279EE,29,,,,,,,,,
AT1G48550,AT1G48550,VPS26C,Gene,AT1G48550,VPS26C,0.0450094781877779,2.747685089806e-19,1.66675553817229e-18,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT5G41390,AT5G41390,AT5G41390,Gene,AT5G41390,,-0.155746423957505,0.0124475288082312,0.030236787076477,17.0,False,downregulated,#0279EE,17,,,,,,,,,
AT3G16530,AT3G16530,AT3G16530,Gene,AT3G16530,,0.187138485743313,1.95238763110898e-16,1.0790210887252402e-15,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT4G31450,AT4G31450,CTL09,Gene,AT4G31450,CTL09,-0.213109174339117,1.5139969535499199e-80,3.49701628331972e-79,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT5G58170,AT5G58170,SVL5,Gene,AT5G58170,SVL5,0.272798310130527,0.0023757550544336,0.0064439019116884,7.0,True,upregulated,#0279EE,27,,,,,,,,,
AT4G36648,AT4G36648,AT4G36648,Gene,AT4G36648,,-0.0575036147474035,1.8961352978254998e-27,1.47278237193117e-26,18.0,False,downregulated,#0279EE,15,,,,,,,,,
AT1G70210,AT1G70210,CYCD1;1,Gene,AT1G70210,CYCD1;1,-0.0292752883465319,1.33333103164897e-16,7.40674450108242e-16,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT2G36110,AT2G36110,AT2G36110,Gene,AT2G36110,,0.671578047601504,2.62682484332506e-24,1.86530080987022e-23,17.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G32610,AT4G32610,AT4G32610,Gene,AT4G32610,,0.0868441572091318,0.0001092942018774,0.0003390602732601,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT5G48000,AT5G48000,THAH1,Gene,AT5G48000,THAH1,-0.258945219974985,3.02858887346296e-25,2.20954162386282e-24,17.0,False,downregulated,#0279EE,27,,,,,,,,,
AT3G47650,AT3G47650,BSD2,Gene,AT3G47650,BSD2,0.0187724774352023,2.6750256418355e-100,8.77601174695981e-99,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT2G34470,AT2G34470,UREG,Gene,AT2G34470,UREG,0.164373471882183,1.55505025748703e-07,5.83112950031315e-07,18.0,True,upregulated,#0279EE,21,,,,,,,,,
AT5G42320,AT5G42320,AT5G42320,Gene,AT5G42320,,0.0769181694201716,4.65020135068101e-24,3.27385533341913e-23,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G48880,AT3G48880,SNIPER4,Gene,AT3G48880,SNIPER4,-0.108320122769856,3.37633009710148e-28,2.67370931293353e-27,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT2G16780,AT2G16780,NFC2,Gene,AT2G16780,NFC2,0.270802230528265,6.7308834317408804e-46,8.02157476442672e-45,18.0,True,upregulated,#0279EE,29,,,,,,,,,
AT2G22910,AT2G22910,NAGS1,Gene,AT2G22910,NAGS1,0.102948715266743,0.0004247569798303,0.0012483896036115,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT1G71240,AT1G71240,AT1G71240,Gene,AT1G71240,,-0.0597285965594889,0.0001361993087683,0.0004189462647059,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT4G19120,AT4G19120,ERD3,Gene,AT4G19120,ERD3,0.310262439186741,8.9459783367782e-206,1.43304080758372e-203,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT2G17975,AT2G17975,SRP1,Gene,AT2G17975,SRP1,0.106841818632064,2.86666901305519e-08,1.12069138631046e-07,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT1G30680,AT1G30680,Twinkle,Gene,AT1G30680,Twinkle,0.135692327746549,0.0006825083662902,0.0019670627898062,18.0,True,upregulated,#0279EE,19,,,,,,,,,
2029,2029,2029,Gene,2029,,0.205725543306903,0.0113012186465309,0.0276698060653647,4.0,True,upregulated,#0279EE,17,,,,,,,,,
AT4G33080,AT4G33080,NDR6,Gene,AT4G33080,NDR6,0.0687233547252878,2.8948131702553702e-09,1.18741561961135e-08,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G00740,AT4G00740,QUA3,Gene,AT4G00740,QUA3,-0.0546898406006466,7.94754844284306e-07,2.86051117705962e-06,18.0,False,downregulated,#0279EE,39,,,,,,,,,
AT4G15260,AT4G15260,AT4G15260,Gene,AT4G15260,,0.0808905598172445,1.26631577342851e-184,1.51087482659111e-182,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT2G30110,AT2G30110,UBA1,Gene,AT2G30110,UBA1,-0.017226738482708,1.8147034696634401e-44,2.09812708351531e-43,18.0,False,downregulated,#0279EE,35,,,,,,,,,
AT1G21580,AT1G21580,SOP1,Gene,AT1G21580,SOP1,0.0814505604939908,5.28929479889713e-16,2.8805843584214104e-15,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT1G35180,AT1G35180,AT1G35180,Gene,AT1G35180,,0.177309844228167,8.98340875544448e-28,7.03558016925191e-27,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT2G25250,AT2G25250,AT2G25250,Gene,AT2G25250,,-0.283572535586913,1.14117600566957e-17,6.566316615327741e-17,18.0,True,downregulated,#0279EE,19,,,,,,,,,
AT1G04100,AT1G04100,IAA10,Gene,AT1G04100,IAA10,-0.16995293059136,0.0167913436085543,0.0397830514300912,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT2G02080,AT2G02080,IME,Gene,AT2G02080,IME,0.260298969014171,4.20084297193945e-38,4.24591920324497e-37,18.0,True,upregulated,#0279EE,25,,,,,,,,,
AT5G64580,AT5G64580,FtsHi4,Gene,AT5G64580,FtsHi4,0.140372257059657,1.8374132731454e-40,1.95497306866583e-39,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT1G45474,AT1G45474,Lhca5,Gene,AT1G45474,Lhca5,-0.299745624441881,1.2926467790106498e-30,1.09106619738871e-29,18.0,False,downregulated,#0279EE,33,,,,,,,,,
1534,1534,1534,Gene,1534,,0.125919109517214,0.0028467775588798,0.0076396381635689,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G05100,AT5G05100,MUG13.4,Gene,AT5G05100,MUG13.4,0.0180220931954247,4.20196264133374e-95,1.26720547965057e-93,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G19640,AT2G19640,SDG39,Gene,AT2G19640,SDG39,0.0789756155103967,3.27485352621428e-06,1.13191377773074e-05,18.0,False,upregulated,#0279EE,19,,,,,,,,,
12011,12011,12011,Gene,12011,,0.0997463888636985,0.0004945840433489,0.0014461637427524,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT3G13850,AT3G13850,LBD22,Gene,AT3G13850,LBD22,0.531661607904955,0.0054923698373103,0.0141433632808853,15.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G09467,AT1G09467,AT1G09467,Gene,AT1G09467,,0.241931239323335,0.0002854827780667,0.0008537997962685,18.0,False,upregulated,#0279EE,15,,,,,,,,,
AT2G09255,AT2G09255,AT2G09255,Gene,AT2G09255,,-1.39759495591416,3.17928515476756e-05,0.0001028279920343,7.0,True,downregulated,#0279EE,17,,,,,,,,,
AT1G80830,AT1G80830,PMIT1,Gene,AT1G80830,PMIT1,-0.11216696336472,8.29395442393263e-145,5.48362456759907e-143,18.0,False,downregulated,#0279EE,35,,,,,,,,,
ATCG01180,ATCG01180,ATCG01180,Gene,ATCG01180,,-0.394051629542455,0.0103916092951866,0.0256179601020986,17.0,False,downregulated,#0279EE,15,,,,,,,,,
1998,1998,1998,Gene,1998,,-0.138429811493659,0.0019947630323016,0.0054641999334715,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT1G30510,AT1G30510,RFNR2,Gene,AT1G30510,RFNR2,-0.151175167397567,4.75903051330432e-82,1.12733200671386e-80,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G60550,AT3G60550,CYCP3;2,Gene,AT3G60550,CYCP3;2,0.357967009151241,3.84921809152871e-14,1.95210346070384e-13,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G54910,AT3G54910,AT3G54910,Gene,AT3G54910,,0.161093804499361,1.13176812345683e-29,9.33268150230904e-29,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G19570,AT2G19570,DESZ,Gene,AT2G19570,DESZ,0.0218804029286545,8.51918927078217e-88,2.23310324415589e-86,8.0,False,upregulated,#0279EE,29,,,,,,,,,
AT2G33390,AT2G33390,AT2G33390,Gene,AT2G33390,,-0.0778894697429012,1.45644435661119e-06,5.15486351285308e-06,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT1G70900,AT1G70900,AT1G70900,Gene,AT1G70900,,-0.137667265741245,0.0123998032290981,0.0301321372503708,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT2G04940,AT2G04940,AT2G04940,Gene,AT2G04940,,0.0471741871241484,8.98903975768192e-05,0.0002811425836353,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G31830,AT2G31830,5PTase14,Gene,AT2G31830,5PTase14,0.591275280029523,0.0002588417054942,0.0007771240444759,18.0,True,upregulated,#0279EE,23,,,,,,,,,
AT3G20440,AT3G20440,EMB2729,Gene,AT3G20440,EMB2729,0.359844990545375,2.19802262259778e-29,1.7993623365212498e-28,18.0,True,upregulated,#0279EE,39,,,,,,,,,
AT4G09100,AT4G09100,ATL39,Gene,AT4G09100,ATL39,-0.308823235694969,0.0112712681366564,0.0276055914095892,16.0,True,downregulated,#0279EE,21,,,,,,,,,
AT3G24820,AT3G24820,AT3G24820,Gene,AT3G24820,,-0.0346407112196452,0.0097583929938064,0.0241775040467608,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G47128,AT1G47128,RD21A,Gene,AT1G47128,RD21A,-0.0970133174129646,5.171544465342169e-140,3.19914576037811e-138,18.0,False,downregulated,#0279EE,50,,,,,,,,,
AT5G54580,AT5G54580,ORRM2,Gene,AT5G54580,ORRM2,0.0127426541800805,0.012519029481518,0.0303905588924353,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G03875,AT5G03875,AT5G03875,Gene,AT5G03875,,0.316267556085812,0.0116289185768095,0.0283984615374295,10.0,False,upregulated,#0279EE,15,,,,,,,,,
AT3G17700,AT3G17700,CNGC20,Gene,AT3G17700,CNGC20,-0.0446443683655625,9.861220134098e-40,1.0302077016502e-38,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G04240,AT1G04240,SHY2,Gene,AT1G04240,SHY2,-0.109519591666772,6.13031785933526e-43,6.88231942931774e-42,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT5G52850,AT5G52850,AT5G52850,Gene,AT5G52850,,0.039204413116776,9.056126272650311e-09,3.6323184673634e-08,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G19090,AT5G19090,AtHMP46,Gene,AT5G19090,AtHMP46,0.121110179262814,2.8372971009325598e-27,2.19330588077898e-26,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G20810,AT3G20810,JMJD5,Gene,AT3G20810,JMJD5,0.543868572578889,3.18713882484288e-45,3.74074382967369e-44,18.0,True,upregulated,#0279EE,50,,,,,,,,,
AT1G20140,AT1G20140,SK4,Gene,AT1G20140,SK4,0.0944794564831053,0.0029630093034775,0.0079351468451902,18.0,False,upregulated,#0279EE,35,,,,,,,,,
AT1G17720,AT1G17720,ATB,Gene,AT1G17720,ATB,0.0140283929661572,3.5448143369221197e-13,1.73026811718795e-12,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT5G65158,AT5G65158,PLAT3,Gene,AT5G65158,PLAT3,0.0105814672880559,2.91776103637364e-05,9.46112180112635e-05,16.0,False,upregulated,#0279EE,17,,,,,,,,,
AT2G40810,AT2G40810,ATG18C,Gene,AT2G40810,ATG18C,-0.138075015121075,1.04334793252695e-19,6.4129323834772e-19,18.0,False,downregulated,#0279EE,27,,,,,,,,,
11248,11248,11248,Gene,11248,,0.081140096138674,0.0169665680668586,0.0401670323057076,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT1G70170,AT1G70170,MMP,Gene,AT1G70170,MMP,-0.49488668062139,2.19435582343033e-77,4.78526309209485e-76,18.0,True,downregulated,#0279EE,45,,,,,,,,,
AT4G38430,AT4G38430,ROPGEF1,Gene,AT4G38430,ROPGEF1,0.138854449088006,4.352717418373229e-40,4.59260798395994e-39,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G62730,AT1G62730,AT1G62730,Gene,AT1G62730,,0.182725878291354,0.0152367848181302,0.0364174243078875,18.0,True,upregulated,#0279EE,23,,,,,,,,,
AT3G47860,AT3G47860,LCNP,Gene,AT3G47860,LCNP,0.0818250127359685,1.91756088842579e-76,4.10574784117933e-75,18.0,False,upregulated,#0279EE,41,,,,,,,,,
AT3G43720,AT3G43720,LTPG2,Gene,AT3G43720,LTPG2,0.31225649022694,1.44277407361225e-78,3.2179379971873396e-77,18.0,False,upregulated,#0279EE,25,,,,,,,,,
17464,17464,17464,Gene,17464,,-0.319718476842174,0.0015474549600796,0.0042990290056254,4.0,True,downregulated,#0279EE,17,,,,,,,,,
AT1G48140,AT1G48140,DPMS3,Gene,AT1G48140,DPMS3,-0.0439938637672805,0.020450091288451,0.0475763229172933,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT3G27870,AT3G27870,ALA8,Gene,AT3G27870,ALA8,0.509250720819565,1.06394530178975e-34,9.89957423954636e-34,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT2G17720,AT2G17720,P4H5,Gene,AT2G17720,P4H5,-0.0183576250321872,0.0001680640875781,0.0005125121681888,18.0,False,downregulated,#0279EE,27,,,,,,,,,
AT4G17895,AT4G17895,UBP20,Gene,AT4G17895,UBP20,-0.0446091338574451,4.66944660359702e-15,2.45143585042776e-14,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G01460,AT3G01460,MBD9,Gene,AT3G01460,MBD9,0.0428402486526407,0.0012554151957069,0.0035187829601116,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT4G05150,AT4G05150,AT4G05150,Gene,AT4G05150,,-0.115197473499628,2.65857747869663e-169,2.51334844666364e-167,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT4G21130,AT4G21130,EMB2271,Gene,AT4G21130,EMB2271,-0.0545474416853547,1.21122182775381e-08,4.82823533657838e-08,7.0,False,downregulated,#0279EE,25,,,,,,,,,
AT2G19320,AT2G19320,AT2G19320,Gene,AT2G19320,,2.89252866056664,0.000300939904883,0.0008979064100796,5.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G12130,AT5G12130,PDE149,Gene,AT5G12130,PDE149,-0.128801754377414,3.4086985697658e-06,1.17637385776591e-05,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT3G08980,AT3G08980,AT3G08980,Gene,AT3G08980,,0.232400686691067,2.69521194355274e-14,1.37532391192932e-13,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT3G09650,AT3G09650,HCF152,Gene,AT3G09650,HCF152,-0.0024752784915513,0.0047312683874681,0.0123154401212691,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT5G17460,AT5G17460,DFR1,Gene,AT5G17460,DFR1,0.0304762024526,3.36399876116018e-114,1.3587151727857902e-112,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G29040,AT4G29040,RPT2a,Gene,AT4G29040,RPT2a,-0.110851499393719,2.81089080694914e-09,1.153812430967e-08,18.0,True,downregulated,#0279EE,50,,,,,,,,,
AT4G30430,AT4G30430,TET9,Gene,AT4G30430,TET9,0.338978070427726,2.05821405876442e-05,6.74517698199989e-05,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT2G25350,AT2G25350,AT2G25350,Gene,AT2G25350,,-0.0349917169101612,1.00585962166946e-08,4.02382613105185e-08,18.0,False,downregulated,#0279EE,27,,,,,,,,,
AT3G01430,AT3G01430,AT3G01430,Gene,AT3G01430,,-0.134591841105723,2.7691105679878898e-33,2.49513207620033e-32,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT4G24120,AT4G24120,YSL1,Gene,AT4G24120,YSL1,1.05659843199742,0.0,0.0,17.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G24230,AT1G24230,AT1G24230,Gene,AT1G24230,,-1.05206592362823,0.0124697099865647,0.0302835813959428,7.0,True,downregulated,#0279EE,25,,,,,,,,,
AT5G27100,AT5G27100,GLR2.1,Gene,AT5G27100,GLR2.1,-0.0700371447424311,0.0001256242629236,0.0003878197043779,16.0,False,downregulated,#0279EE,27,,,,,,,,,
