node_id,id,label,type,tair_id,symbol,mean_log2fc,fisher_pval,fisher_fdr,n_studies,consensus,direction,color,size,ontology,go_id,term,pathway_id,full_name,trait_name,n_genes,ecotype_name,n_deg
AT3G09450,AT3G09450,AT3G09450,Gene,AT3G09450,,0.301393741125539,2.53407169833118e-05,8.25306571379811e-05,14.0,False,upregulated,#0279EE,19,,,,,,,,,
AT3G26920,AT3G26920,AT3G26920,Gene,AT3G26920,,-0.0235770879866106,0.0019017832947963,0.0052257758779767,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G77850,AT1G77850,ARF17,Gene,AT1G77850,ARF17,-0.144528408145258,1.1441315990166999e-42,1.27867300001218e-41,18.0,False,downregulated,#0279EE,31,,,,,,,,,
2583,2583,2583,Gene,2583,,-1.42971084202378,0.01347465638748,0.0325021211677557,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT5G59450,AT5G59450,AT5G59450,Gene,AT5G59450,,-0.0928303746194587,8.382219953322869e-22,5.49161320117912e-21,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT3G11320,AT3G11320,AT3G11320,Gene,AT3G11320,,-0.0646317490655898,2.49374581900578e-07,9.23429664328047e-07,18.0,True,downregulated,#0279EE,25,,,,,,,,,
AT2G14740,AT2G14740,VSR3,Gene,AT2G14740,VSR3,-0.0850048817888841,3.24685395676377e-27,2.50468143891196e-26,18.0,False,downregulated,#0279EE,29,,,,,,,,,
AT3G23325,AT3G23325,SF3B5A,Gene,AT3G23325,SF3B5A,-0.0578054419932242,1.1359196188945899e-11,5.21498134809804e-11,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT1G30755,AT1G30755,PSI2,Gene,AT1G30755,PSI2,-0.122336286318463,3.95055153421128e-97,1.23145690797057e-95,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT5G43830,AT5G43830,AT5G43830,Gene,AT5G43830,,0.0207582855405483,2.15532083232662e-07,8.00739488322002e-07,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G11150,AT4G11150,VHAE1,Gene,AT4G11150,VHAE1,-0.0895141334435028,9.486571156969311e-23,6.41180530821545e-22,18.0,False,downregulated,#0279EE,45,,,,,,,,,
AT3G18860,AT3G18860,AT3G18860,Gene,AT3G18860,,0.0537074359271652,0.0007580632420694,0.0021746761179885,18.0,True,upregulated,#0279EE,27,,,,,,,,,
19188,19188,19188,Gene,19188,,0.0278045539447963,0.0049504757288123,0.0128371042118956,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G11540,AT5G11540,GulLO3,Gene,AT5G11540,GulLO3,-0.292541542934371,4.32595339297812e-12,2.0203483042289e-11,18.0,False,downregulated,#0279EE,27,,,,,,,,,
AT4G20330,AT4G20330,AT4G20330,Gene,AT4G20330,,0.0461911077477818,2.63912556008262e-05,8.58658824560231e-05,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G58380,AT5G58380,SNRK3.8,Gene,AT5G58380,SNRK3.8,-0.0486489069066607,1.65123721968464e-06,5.82246504102539e-06,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT4G28440,AT4G28440,AT4G28440,Gene,AT4G28440,,0.0059807951328947,2.4560844254283097e-11,1.1132061633408e-10,18.0,False,upregulated,#0279EE,21,,,,,,,,,
20565,20565,20565,Gene,20565,,-0.194681842400966,0.0088491481969876,0.0220934981995313,4.0,True,downregulated,#0279EE,17,,,,,,,,,
AT5G63800,AT5G63800,MUM2,Gene,AT5G63800,MUM2,-0.143904767418551,2.05575960471241e-05,6.73798416445715e-05,18.0,False,downregulated,#0279EE,33,,,,,,,,,
AT5G58550,AT5G58550,EOL2,Gene,AT5G58550,EOL2,0.106185292543948,8.37046228818814e-29,6.728130141230489e-28,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G18370,AT3G18370,SYTF,Gene,AT3G18370,SYTF,-0.0363430817047012,4.90444642135988e-113,1.9475567996556903e-111,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT5G59300,AT5G59300,UBC7,Gene,AT5G59300,UBC7,-0.118342637087781,3.58265805639903e-08,1.39356618290614e-07,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT3G54820,AT3G54820,PIP2D,Gene,AT3G54820,PIP2D,0.333899412928368,3.37626572900592e-41,3.6544643920987798e-40,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G30960,AT4G30960,SNRK3.14,Gene,AT4G30960,SNRK3.14,-0.029466190361424,5.12633561623819e-96,1.56783703487553e-94,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT2G07698,AT2G07698,AT2G07698,Gene,AT2G07698,,-0.152394415435915,1.31107467324367e-16,7.28622835592888e-16,18.0,False,downregulated,#0279EE,37,,,,,,,,,
AT3G15770,AT3G15770,AT3G15770,Gene,AT3G15770,,0.205639024456857,5.23399541850827e-24,3.67989157702517e-23,18.0,True,upregulated,#0279EE,23,,,,,,,,,
17266,17266,17266,Gene,17266,,-0.264160731906678,0.0093555084437921,0.0232718450881488,4.0,True,downregulated,#0279EE,17,,,,,,,,,
AT1G05520,AT1G05520,AtSEC23B,Gene,AT1G05520,AtSEC23B,-0.0012702328970432,3.25632697280933e-14,1.65546700181974e-13,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT5G26667,AT5G26667,PYR6,Gene,AT5G26667,PYR6,0.0791602053391345,1.4094169136331699e-130,7.57247900978005e-129,18.0,False,upregulated,#0279EE,33,,,,,,,,,
9011,9011,9011,Gene,9011,,0.0445216772171018,0.0039638328112323,0.0104308110701094,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT4G07250,AT4G07250,AT4G07250,Gene,AT4G07250,,0.0182497722891604,0.0056666636337889,0.0145640046180689,6.0,True,upregulated,#0279EE,17,,,,,,,,,
AT2G16595,AT2G16595,AT2G16595,Gene,AT2G16595,,-0.108583256932606,1.8495318160548002e-26,1.3958492189190102e-25,18.0,False,downregulated,#0279EE,23,,,,,,,,,
182,182,182,Gene,182,,-0.250658918850332,0.0052165985990562,0.0134827291414579,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT2G02130,AT2G02130,PDF2.3,Gene,AT2G02130,PDF2.3,0.0501232647426879,5.6650748205071e-126,2.77380234206735e-124,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT5G67280,AT5G67280,RLK,Gene,AT5G67280,RLK,0.239504018110192,6.43227162057893e-104,2.22560886253111e-102,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G19870,AT2G19870,AT2G19870,Gene,AT2G19870,,0.0987757350432598,1.67796833627074e-05,5.5413740532443e-05,18.0,False,upregulated,#0279EE,21,,,,,,,,,
17705,17705,17705,Gene,17705,,-0.239806093299756,0.0164063103707756,0.0389615151934856,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT5G08380,AT5G08380,AtAGAL1,Gene,AT5G08380,AtAGAL1,0.0860168572168317,9.27146326792395e-06,3.11515643858692e-05,18.0,False,upregulated,#0279EE,33,,,,,,,,,
14513,14513,14513,Gene,14513,,-0.279956371633261,0.0056182255860159,0.0144459512578555,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT5G51470,AT5G51470,AT5G51470,Gene,AT5G51470,,-0.176831420299947,0.0001349049401299,0.0004152108935351,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT2G31440,AT2G31440,APH-1,Gene,AT2G31440,APH-1,0.0279049544540254,2.40390244697128e-06,8.38812295954394e-06,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT2G33240,AT2G33240,XID,Gene,AT2G33240,XID,0.228720118487025,0.0070105297604941,0.0177801751905496,18.0,True,upregulated,#0279EE,37,,,,,,,,,
AT2G35760,AT2G35760,CASPL2B2,Gene,AT2G35760,CASPL2B2,0.247204370139243,3.00641920200121e-45,3.53182804443333e-44,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G28510,AT3G28510,AT3G28510,Gene,AT3G28510,,0.425976238185177,6.91880444677574e-28,5.43092664234888e-27,17.0,False,upregulated,#0279EE,21,,,,,,,,,
AT2G31970,AT2G31970,RAD50,Gene,AT2G31970,RAD50,0.159210375169558,1.21831773538857e-19,7.46715975252739e-19,18.0,True,upregulated,#0279EE,39,,,,,,,,,
AT4G29890,AT4G29890,AT4G29890,Gene,AT4G29890,,-0.0312509299650357,0.0088052732506114,0.0219924199701628,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT1G49910,AT1G49910,BUB3.2,Gene,AT1G49910,BUB3.2,0.0686652807281226,3.98015625985405e-06,1.36903764359921e-05,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT1G62360,AT1G62360,WAM1,Gene,AT1G62360,WAM1,0.315847033034135,1.2628851316817e-133,7.15556781871309e-132,17.0,False,upregulated,#0279EE,41,,,,,,,,,
AT4G36520,AT4G36520,AUXILIN-LIKE4,Gene,AT4G36520,AUXILIN-LIKE4,0.0504892263457237,1.2973464603536e-22,8.72761874773974e-22,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT1G65340,AT1G65340,CYP96A3,Gene,AT1G65340,CYP96A3,1.48104459427533,0.0185826565035346,0.0436505297664608,4.0,False,upregulated,#0279EE,21,,,,,,,,,
AT4G38730,AT4G38730,ENOR3L1,Gene,AT4G38730,ENOR3L1,-0.0311669060430381,0.0033957949083676,0.0090150972654317,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT4G04700,AT4G04700,CPK27,Gene,AT4G04700,CPK27,-0.0022399557821491,1.05190281392368e-12,5.0387455418046e-12,18.0,False,downregulated,#0279EE,27,,,,,,,,,
AT3G04940,AT3G04940,CYSD1,Gene,AT3G04940,CYSD1,-0.0103482595463789,2.00339085548434e-79,4.524716657549719e-78,18.0,False,downregulated,#0279EE,39,,,,,,,,,
AT3G15115,AT3G15115,AT3G15115,Gene,AT3G15115,,0.117963107749625,6.95671062895039e-23,4.72221080765307e-22,18.0,False,upregulated,#0279EE,17,,,,,,,,,
6817,6817,6817,Gene,6817,,0.0425543699273685,0.0051977024114658,0.0134379054972597,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT1G09470,AT1G09470,AtNEAP3,Gene,AT1G09470,AtNEAP3,0.149703783951426,4.901416254870921e-09,1.99192236351151e-08,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT1G50670,AT1G50670,OTU2,Gene,AT1G50670,OTU2,-0.0223071429676744,1.04852347517024e-29,8.65311128713796e-29,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT4G09950,AT4G09950,IAN13,Gene,AT4G09950,IAN13,0.106318039205175,0.0001261412489242,0.0003892999322364,18.0,False,upregulated,#0279EE,19,,,,,,,,,
16270,16270,16270,Gene,16270,,0.349448812710863,0.0011754357038389,0.003304603676125,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT3G46220,AT3G46220,UFL1,Gene,AT3G46220,UFL1,0.06343991184668,4.69489298780083e-07,1.71140357465831e-06,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT1G60440,AT1G60440,PANK1,Gene,AT1G60440,PANK1,0.0016286553260024,2.34664630879258e-06,8.19494617633185e-06,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT3G52750,AT3G52750,FTSZ2-2,Gene,AT3G52750,FTSZ2-2,0.0301794975638669,5.59671290482002e-89,1.49806599521951e-87,18.0,False,upregulated,#0279EE,35,,,,,,,,,
AT4G08065,AT4G08065,AT4G08065,Gene,AT4G08065,,-1.43124019572366,0.0108942656966504,0.0267643322882633,4.0,True,downregulated,#0279EE,17,,,,,,,,,
AT5G23360,AT5G23360,AT5G23360,Gene,AT5G23360,,0.0156445338341446,2.39818850383975e-13,1.17823155563979e-12,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G61250,AT1G61250,SCAMP1,Gene,AT1G61250,SCAMP1,-0.158525844859688,5.56300129071875e-163,4.76444438926723e-161,18.0,False,downregulated,#0279EE,31,,,,,,,,,
AT5G43930,AT5G43930,RTP5,Gene,AT5G43930,RTP5,0.0634950575342748,1.58025106164145e-113,6.31382681680161e-112,18.0,False,upregulated,#0279EE,31,,,,,,,,,
AT5G51720,AT5G51720,NEET,Gene,AT5G51720,NEET,-0.0663925484230308,9.26725332493951e-41,9.91097702076417e-40,16.0,False,downregulated,#0279EE,37,,,,,,,,,
AT5G57345,AT5G57345,AtOxR,Gene,AT5G57345,AtOxR,0.0025174850542778,3.13112121073603e-16,1.7185736247716902e-15,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G66580,AT5G66580,AT5G66580,Gene,AT5G66580,,0.192933711021329,2.7628465245239e-08,1.08091736370658e-07,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G62630,AT3G62630,AT3G62630,Gene,AT3G62630,,0.302544978356382,3.2074457572179797e-158,2.54930539426295e-156,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT5G27940,AT5G27940,WPP3,Gene,AT5G27940,WPP3,0.085894146245852,0.0095974281361617,0.0238162140901235,16.0,False,upregulated,#0279EE,21,,,,,,,,,
AT3G14415,AT3G14415,GOX2,Gene,AT3G14415,GOX2,-0.0870578047404377,2.27729360807073e-33,2.05625983911759e-32,18.0,False,downregulated,#0279EE,45,,,,,,,,,
AT3G18780,AT3G18780,LSR2,Gene,AT3G18780,LSR2,-0.214880135472813,2.67171335717013e-91,7.45107979314813e-90,18.0,True,downregulated,#0279EE,41,,,,,,,,,
AT2G47060,AT2G47060,PTI1-4,Gene,AT2G47060,PTI1-4,-0.0366017994531476,3.6321195177681e-23,2.48990404294918e-22,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT2G02120,AT2G02120,PDF2.1,Gene,AT2G02120,PDF2.1,-0.130118176713493,5.79219079441809e-08,2.22995693510194e-07,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT5G21274,AT5G21274,CAM6,Gene,AT5G21274,CAM6,-0.128508055129505,2.80873269344459e-06,9.75286248226851e-06,18.0,True,downregulated,#0279EE,37,,,,,,,,,
AT5G61090,AT5G61090,AT5G61090,Gene,AT5G61090,,1.10452716434106,1.0474234348275299e-16,5.841014686900601e-16,15.0,True,upregulated,#0279EE,21,,,,,,,,,
AT1G07025,AT1G07025,AT1G07025,Gene,AT1G07025,,-0.668026131060087,1.2614453886330102e-09,5.26500017011997e-09,8.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G76560,AT1G76560,CP12-3,Gene,AT1G76560,CP12-3,-0.0272013150054327,9.99829564926165e-54,1.3912105696845301e-52,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G52420,AT3G52420,OEP7,Gene,AT3G52420,OEP7,0.0586747897570526,0.000543376943946,0.0015821490472786,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G02635,AT2G02635,AT2G02635,Gene,AT2G02635,,0.563498635261483,0.0066810391090411,0.016992679153109,7.0,False,upregulated,#0279EE,15,,,,,,,,,
476,476,476,Gene,476,,-0.229207368779485,0.0156560442298645,0.037338679881178,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT3G27630,AT3G27630,SMR7,Gene,AT3G27630,SMR7,-0.351237614801179,6.8962109482264e-08,2.641672776027e-07,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT2G22000,AT2G22000,PROPEP6,Gene,AT2G22000,PROPEP6,-0.113794808725298,1.02709693465367e-08,4.10751718334569e-08,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT4G09320,AT4G09320,NDPK1,Gene,AT4G09320,NDPK1,-0.0236228101228998,2.5568169957303803e-46,3.08034723526932e-45,18.0,False,downregulated,#0279EE,50,,,,,,,,,
AT3G52120,AT3G52120,CIS1,Gene,AT3G52120,CIS1,-0.0148327306604508,1.93480644221382e-26,1.4585096464392102e-25,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G62720,AT3G62720,XXT1,Gene,AT3G62720,XXT1,0.0089832206659449,3.1117029390178904e-19,1.88448651386193e-18,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT1G16300,AT1G16300,GAPCP-2,Gene,AT1G16300,GAPCP-2,0.0500445162131191,0.0164886848149619,0.0391410185959264,18.0,False,upregulated,#0279EE,39,,,,,,,,,
AT1G29960,AT1G29960,AT1G29960,Gene,AT1G29960,,-0.0267202976124775,2.00346449481728e-06,7.02674758382969e-06,18.0,False,downregulated,#0279EE,25,,,,,,,,,
AT2G33330,AT2G33330,PDLP3,Gene,AT2G33330,PDLP3,0.109582384820851,4.08227822521952e-150,2.918379093211e-148,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT3G50240,AT3G50240,KICP-02,Gene,AT3G50240,KICP-02,0.0536252953538615,2.43210702640551e-146,1.64789538873984e-144,18.0,False,upregulated,#0279EE,25,,,,,,,,,
AT5G54710,AT5G54710,AT5G54710,Gene,AT5G54710,,0.241901189624835,1.79339865377623e-23,1.2410557803952001e-22,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT5G26140,AT5G26140,LOG9,Gene,AT5G26140,LOG9,0.361810445899859,0.0052191246493529,0.0134879886503083,10.0,False,upregulated,#0279EE,23,,,,,,,,,
AT5G12400,AT5G12400,DDP3,Gene,AT5G12400,DDP3,0.032169422067265,2.1049900520075697e-12,9.959986205601679e-12,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT2G19090,AT2G19090,AT2G19090,Gene,AT2G19090,,-0.0324505742709399,2.8391366031920502e-09,1.16503817870233e-08,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT3G06920,AT3G06920,AT3G06920,Gene,AT3G06920,,0.249795441809324,2.92127487232055e-06,1.01341546118781e-05,18.0,True,upregulated,#0279EE,21,,,,,,,,,
16332,16332,16332,Gene,16332,,0.0238621569204482,0.0052075086900499,0.0134612465645126,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT2G44670,AT2G44670,AT2G44670,Gene,AT2G44670,,-0.203540841637496,4.44450260571922e-26,3.30857902667001e-25,18.0,False,downregulated,#0279EE,25,,,,,,,,,
22423,22423,22423,Gene,22423,,0.0977485649968062,0.0125196281004142,0.0303905906196902,4.0,True,upregulated,#0279EE,17,,,,,,,,,
AT1G79350,AT1G79350,FGT1,Gene,AT1G79350,FGT1,0.0580490952470652,2.0367158220207e-07,7.57814810227947e-07,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT2G34150,AT2G34150,WAVE1,Gene,AT2G34150,WAVE1,0.402219617583878,1.5832350420344999e-124,7.60847054783637e-123,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT4G20980,AT4G20980,AT4G20980,Gene,AT4G20980,,0.0751025788513631,6.2613583925683e-14,3.14894149159581e-13,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT2G22790,AT2G22790,AT2G22790,Gene,AT2G22790,,-0.127630645509476,6.261662960704941e-31,5.32677543556051e-30,18.0,False,downregulated,#0279EE,17,,,,,,,,,
AT3G55910,AT3G55910,AT3G55910,Gene,AT3G55910,,0.0162762204249691,6.06806605622756e-16,3.29951489140143e-15,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G20340,AT1G20340,PETE2,Gene,AT1G20340,PETE2,-0.215426532374968,1.1769209224575399e-140,7.37721893677161e-139,18.0,False,downregulated,#0279EE,43,,,,,,,,,
AT2G18490,AT2G18490,GAZ,Gene,AT2G18490,GAZ,-0.329718300853856,0.0093543897246374,0.0232709668359493,17.0,False,downregulated,#0279EE,23,,,,,,,,,
21201,21201,21201,Gene,21201,,0.204699390957252,0.0063064053199077,0.0161045435203963,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT2G17110,AT2G17110,AT2G17110,Gene,AT2G17110,,0.0102943704173124,4.97925442533805e-50,6.45425284539136e-49,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT2G24645,AT2G24645,AT2G24645,Gene,AT2G24645,,0.763702895200901,1.88036903093152e-61,3.07573378740552e-60,16.0,False,upregulated,#0279EE,21,,,,,,,,,
AT5G05900,AT5G05900,AT5G05900,Gene,AT5G05900,,0.173877854767028,3.44971413954764e-05,0.0001113247612738,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT3G08690,AT3G08690,UBC11,Gene,AT3G08690,UBC11,0.0673636555576836,7.094396392678411e-35,6.6367387739077495e-34,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT3G16250,AT3G16250,PnsB3,Gene,AT3G16250,PnsB3,0.176898124574401,3.22659431890437e-80,7.383750958794349e-79,18.0,False,upregulated,#0279EE,31,,,,,,,,,
AT3G49050,AT3G49050,AT3G49050,Gene,AT3G49050,,-0.0255108212317204,7.4054075389999705e-25,5.34261963694241e-24,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT2G42640,AT2G42640,RAF14,Gene,AT2G42640,RAF14,0.188128872873635,0.0054789781320313,0.0141109787629296,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT5G25440,AT5G25440,SZE1,Gene,AT5G25440,SZE1,0.0302920207548,1.26157578309117e-21,8.21646940873567e-21,18.0,False,upregulated,#0279EE,27,,,,,,,,,
AT2G06990,AT2G06990,SOP3,Gene,AT2G06990,SOP3,0.0552649116279566,1.81988298066484e-05,5.98983743924701e-05,18.0,False,upregulated,#0279EE,35,,,,,,,,,
AT1G17745,AT1G17745,PGDH2,Gene,AT1G17745,PGDH2,0.2690994202638,3.1487941486015604e-23,2.1634308327584e-22,18.0,False,upregulated,#0279EE,35,,,,,,,,,
AT4G25220,AT4G25220,RHS15,Gene,AT4G25220,RHS15,0.404890453029904,0.0001062459253144,0.0003299784435248,15.0,False,upregulated,#0279EE,21,,,,,,,,,
7618,7618,7618,Gene,7618,,0.27111759275362,0.0044135169836428,0.0115381023003098,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT4G18430,AT4G18430,RABA1e,Gene,AT4G18430,RABA1e,-0.0475280909335861,2.41402510011173e-24,1.71513096127171e-23,17.0,True,downregulated,#0279EE,23,,,,,,,,,
AT3G23840,AT3G23840,PNP-R1,Gene,AT3G23840,PNP-R1,0.406192712977116,0.0010347776414325,0.0029281933573956,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT2G28510,AT2G28510,DOF2.1,Gene,AT2G28510,DOF2.1,-0.0667288773502991,5.85520115069624e-07,2.12243885264901e-06,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT2G28270,AT2G28270,AT2G28270,Gene,AT2G28270,,-0.322936688015469,1.3168405039392702e-44,1.5262469628171599e-43,17.0,True,downregulated,#0279EE,21,,,,,,,,,
AT5G65290,AT5G65290,AT5G65290,Gene,AT5G65290,,0.0003841083404039,7.27318196406401e-07,2.62488990415747e-06,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G38650,AT4G38650,AT4G38650,Gene,AT4G38650,,0.219205484157945,0.0008457772825017,0.0024152234794564,18.0,True,upregulated,#0279EE,19,,,,,,,,,
4678,4678,4678,Gene,4678,,0.325940199232922,0.0137722886675789,0.033158396536439,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G08810,AT5G08810,AT5G08810,Gene,AT5G08810,,0.290694748307821,3.64769329269801e-05,0.000117530996762,8.0,False,upregulated,#0279EE,15,,,,,,,,,
AT3G61150,AT3G61150,HDG1,Gene,AT3G61150,HDG1,0.0090345217485142,1.20609428144972e-08,4.80927314854961e-08,18.0,False,upregulated,#0279EE,23,,,,,,,,,
AT3G05210,AT3G05210,UVR7,Gene,AT3G05210,UVR7,0.0305791582229404,8.37499378662237e-51,1.10378504956701e-49,18.0,False,upregulated,#0279EE,29,,,,,,,,,
AT4G38270,AT4G38270,GAUT3,Gene,AT4G38270,GAUT3,0.120878111176674,0.0002195418356591,0.0006631614953176,18.0,False,upregulated,#0279EE,33,,,,,,,,,
AT5G14680,AT5G14680,AT5G14680,Gene,AT5G14680,,-0.0343161245709609,1.6118938988923702e-23,1.11679222061691e-22,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT1G66860,AT1G66860,AT1G66860,Gene,AT1G66860,,0.949064683266289,6.28835749951831e-06,2.13468534621296e-05,16.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G03292,AT4G03292,AT4G03292,Gene,AT4G03292,,0.698917942206392,0.0001260371676997,0.0003890018459076,16.0,False,upregulated,#0279EE,19,,,,,,,,,
AT1G59650,AT1G59650,CW14,Gene,AT1G59650,CW14,-0.0451539959618372,6.537419686128119e-11,2.90346242623426e-10,18.0,False,downregulated,#0279EE,19,,,,,,,,,
AT1G79820,AT1G79820,SGB1,Gene,AT1G79820,SGB1,0.301198345422644,6.20785859694665e-16,3.37375988523694e-15,18.0,True,upregulated,#0279EE,33,,,,,,,,,
764,764,764,Gene,764,,0.74594250972739,0.0010259959738096,0.0029044516764859,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT5G10330,AT5G10330,HPA1,Gene,AT5G10330,HPA1,-0.06838487697858,3.78210116051154e-10,1.61692613123319e-09,18.0,False,downregulated,#0279EE,39,,,,,,,,,
18336,18336,18336,Gene,18336,,0.263166515865382,0.02078245334756,0.0482867808752669,4.0,False,upregulated,#0279EE,15,,,,,,,,,
AT3G18620,AT3G18620,AT3G18620,Gene,AT3G18620,,-0.0251994572911386,8.51675507027577e-07,3.05901802700611e-06,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT5G56910,AT5G56910,AT5G56910,Gene,AT5G56910,,0.0759965844052242,6.96179306957766e-06,2.35543691071806e-05,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT3G22790,AT3G22790,NET1A,Gene,AT3G22790,NET1A,0.47523873635231,4.8859073280146204e-284,2.16738013872895e-281,18.0,False,upregulated,#0279EE,21,,,,,,,,,
AT1G26670,AT1G26670,VTI1B,Gene,AT1G26670,VTI1B,-0.0793454445273038,2.73879747099251e-07,1.01150165474975e-06,18.0,False,downregulated,#0279EE,47,,,,,,,,,
AT1G04490,AT1G04490,AT1G04490,Gene,AT1G04490,,0.172549788639299,8.26481619709727e-09,3.32134901622567e-08,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT1G75130,AT1G75130,CYP721A1,Gene,AT1G75130,CYP721A1,0.078958846782594,0.0002562283250493,0.0007696340238661,18.0,True,upregulated,#0279EE,19,,,,,,,,,
AT4G10810,AT4G10810,AT4G10810,Gene,AT4G10810,,-0.191828526347285,2.12912679024264e-45,2.50973903112386e-44,18.0,True,downregulated,#0279EE,19,,,,,,,,,
AT5G66200,AT5G66200,ARO2,Gene,AT5G66200,ARO2,-0.120261070369991,1.22733912717657e-35,1.1688096887998399e-34,18.0,False,downregulated,#0279EE,21,,,,,,,,,
AT3G56030,AT3G56030,AT3G56030,Gene,AT3G56030,,0.0079646580879892,2.866951328832e-10,1.2331977533375602e-09,18.0,False,upregulated,#0279EE,17,,,,,,,,,
AT4G25470,AT4G25470,FTQ4,Gene,AT4G25470,FTQ4,-0.650380525591441,8.56829458442215e-35,7.99250642031082e-34,18.0,False,downregulated,#0279EE,23,,,,,,,,,
AT4G40085,AT4G40085,AT4G40085,Gene,AT4G40085,,0.365683328975266,4.707686097601121e-09,1.91484025197175e-08,14.0,False,upregulated,#0279EE,15,,,,,,,,,
13477,13477,13477,Gene,13477,,-0.251690079652168,7.13772099001577e-05,0.0002251184109764,4.0,False,downregulated,#0279EE,15,,,,,,,,,
AT4G34090,AT4G34090,PAB,Gene,AT4G34090,PAB,0.088739259586823,5.380424682941811e-67,9.78449269339043e-66,18.0,False,upregulated,#0279EE,19,,,,,,,,,
AT4G34070,AT4G34070,OXR6,Gene,AT4G34070,OXR6,-0.0330040650361034,9.77772148574923e-34,8.917123929570739e-33,18.0,False,downregulated,#0279EE,17,,,,,,,,,
16288,16288,16288,Gene,16288,,0.0390008104905163,0.018137499667224,0.042693744397868,4.0,False,upregulated,#0279EE,15,,,,,,,,,
