gene_id,fisher_stat,fisher_pval,n_studies,mean_log2fc,median_log2fc,sd_log2fc,n_up,n_down,n_sig,direction_concordance,fisher_fdr,meta_log2fc,meta_se,meta_z,meta_pval,meta_ci_lb,meta_ci_ub,meta_I2,meta_tau2,meta_n,meta_het_pval,meta_fdr,consensus_class,direction,is_gwas_gene,is_de_gene,is_consensus_de,is_overlap,is_consensus_overlap,gwas_traits,n_gwas_associations
AT5G27560,374.562206400719,6.1271043643893705e-58,18,-0.09064262049931,-0.0764202512207279,0.661835652003989,3,2,5,0.666666666666667,9.29561074586883e-57,-0.0669250288906198,0.170457204119412,-0.392620712256528,0.694599639402787,-0.401015009870059,0.267164952088819,94.6435462075668,0.447560196204567,18.0,7.39898644769365e-55,0.899234166498845,fisher_only,downregulated,True,True,False,True,False,clim-bio9,380.0
AT5G03570,374.356875133572,6.72693880078705e-58,18,-0.368161864171792,-0.431226199321995,1.0501772992919,0,6,6,0.722222222222222,1.0193718268602899e-56,-0.580187059067002,0.186241025207532,-3.11524841758409,0.0018379005465302,-0.945212760917581,-0.215161357216423,85.0158599395526,0.361348747638708,18.0,7.92572629556501e-15,0.0384816916691596,consensus_significant,downregulated,True,True,True,True,True,Co59,621.0
AT4G24540,372.413349849071,1.6279553279974698e-57,18,0.46149776945221,-0.0960052381392043,1.37171502581158,5,0,5,0.555555555555556,2.4511897150680797e-56,0.663851055149139,0.339664605411119,1.95443106103338,0.0506502603389891,-0.0018793382796629,1.32958144857794,86.6645251750527,1.55345410957059,18.0,2.4441181332028296e-30,0.291553350562767,fisher_only,upregulated,True,True,False,True,False,clim-pet2,1963.0
AT1G64150,369.538249477971,6.01282436113296e-57,18,0.089023121667813,-0.151246543144311,1.00432018900906,4,2,6,0.555555555555556,8.931642735179218e-56,0.156689615782885,0.263428943662191,0.594807896218937,0.551971888789019,-0.35962162628044,0.673000857846209,93.8640068413823,1.00665932642195,18.0,6.609298446805741e-58,0.835779043707659,fisher_only,upregulated,True,True,False,True,False,rSeeds tlp,678.0
AT5G10170,367.516193797109,1.5062317755971798e-56,18,-0.107058110506953,-0.144163579337389,0.956142998974137,2,2,4,0.666666666666667,2.22403799104607e-55,-0.0499523364177672,0.234571836072996,-0.212951125139433,0.831365084719635,-0.509704686908273,0.409800014072738,93.9772508171982,0.855228141395454,18.0,1.4812471576130698e-55,0.948604795044049,fisher_only,downregulated,True,True,False,True,False,DTF sweden 2008 (2nd experiment);DTFmainEffect2009;DTFplantingSummer2009;DTF spain 2009 (2nd experiment);DTF sweden 2009 (2nd experiment);DTF sweden 2009 (1st experiment);DTF spain 2008 (1st experiment);DTF spain 2009 (1st experiment);DTFmainEffect2008,324.0
AT2G45670,365.75982288465,3.3429094089775e-56,18,-0.0741842677787643,-0.132853229039835,0.299359058301623,0,4,4,0.777777777777778,4.8969895917398e-55,-0.161477567835034,0.0419371516192302,-3.85046579465328,0.0001178933951983,-0.243672874622921,-0.0792822610471474,82.1351441155785,0.0214166129810737,18.0,2.5203063477263802e-17,0.0052414575119714,consensus_significant,downregulated,True,True,True,True,True,DTF sweden 2009 (1st experiment);DTFlocSweden2009,8.0
AT3G19190,365.408811322181,3.9201193619365297e-56,18,-0.0953648858176398,-0.0466858306253084,0.294667234856088,1,4,5,0.555555555555556,5.7344451804923295e-55,-0.113229173160815,0.0747494269500813,-1.51478315996229,0.129827326464109,-0.259735357847982,0.0332770115263524,91.1036458612366,0.0825461397490843,18.0,5.21057957630059e-44,0.466511600960166,fisher_only,downregulated,True,True,False,True,False,clim-gs tmax,60.0
AT2G40660,363.535162455405,9.171272702712488e-56,18,0.0945881746260002,0.127616843978289,0.288848494242404,3,1,4,0.666666666666667,1.3314635651565902e-54,0.103664731570792,0.0701574931618388,1.47760028043846,0.139514799259548,-0.0338414282720267,0.241170891413612,92.1090729605279,0.0719761064910449,18.0,1.59169345694301e-51,0.482701109948145,fisher_only,upregulated,True,True,False,True,False,Mean(LRD P) CK,6.0
AT5G27600,362.96908394709,1.1855382252537398e-55,18,0.210079505731098,0.178024776450155,0.469769869466752,5,2,7,0.666666666666667,1.71777273670839e-54,0.206496011651338,0.11058510572505,1.86730401257429,0.0618591453857697,-0.0102468127963139,0.423238836098991,94.1968885392052,0.192697913368454,18.0,4.27477352790217e-57,0.322980560070875,fisher_only,upregulated,True,True,False,True,False,clim-bio9;clim-tmax1,1147.0
AT3G06430,361.377936426634,2.4388657710932e-55,18,0.194302733832565,0.0844991178807478,0.42665251195803,5,1,6,0.777777777777778,3.51317158993917e-54,0.220584328139798,0.107754682446944,2.04709738018493,0.0406485241651035,0.0093890313782372,0.431779624901359,90.0019114702495,0.167126499961722,18.0,3.829844078414e-27,0.259954151088652,fisher_only,upregulated,True,True,False,True,False,clim-cyclevsgs;clim-gs sum,7.0
AT4G16920,360.786303555487,3.1888587402308596e-55,18,-0.245384427535551,-0.188390861219686,0.761339091430787,1,2,3,0.722222222222222,4.5871662271818705e-54,-0.25271436499601,0.197923544404844,-1.27682821038761,0.201662903614221,-0.640637383722017,0.135208653729998,91.0399774804047,0.591077262508278,18.0,1.45133782563823e-50,0.5715342814836,fisher_only,downregulated,True,True,False,True,False,CL,59.0
AT5G63350,353.977004639534,6.64136126602259e-55,17,1.43539028426164,1.09559643104522,2.08285056648932,7,2,9,0.823529411764706,9.49045404922462e-54,1.30908496069579,0.500288035819515,2.61666253631549,0.0088794078746338,0.328538428593253,2.28963149279832,95.5066864905157,3.73386821400831,17.0,3.96154287653731e-56,0.107464240300327,fisher_only,upregulated,True,True,False,True,False,DTF spain 2009 (2nd experiment),1.0
AT5G49710,358.947364385128,7.33595539999448e-55,18,-0.165380657065993,-0.103073113948706,0.340587015881479,1,4,5,0.611111111111111,1.0480138211261e-53,-0.187881423290623,0.0898431690559276,-2.09121545093391,0.0365087548877329,-0.363970798897185,-0.0117920476840618,85.1911227811232,0.113466325666168,18.0,3.36497765812486e-28,0.244478605910575,fisher_only,downregulated,True,True,False,True,False,PC2sc125,1.0
AT1G02400,353.028022799393,1.02278998878527e-54,17,-0.331282255459729,-0.316253300828055,0.676411975101418,2,3,5,0.705882352941177,1.4571458470476101e-53,-0.320037670911635,0.176255905893721,-1.81575572908525,0.0694078511150129,-0.665492898525809,0.0254175567025394,90.0877078345819,0.427679286295527,17.0,3.46259202288821e-41,0.343525547789861,fisher_only,downregulated,True,True,False,True,False,LRL125,796.0
AT5G65790,358.051568602327,1.10062723076809e-54,18,-0.235302105412023,-0.628595665198922,0.98128905218492,1,9,10,0.722222222222222,1.56674859857638e-53,-0.482949401290017,0.19904278999048,-2.4263596853376,0.0152511465657478,-0.873066101053727,-0.0928327015263078,92.0927557005712,0.493942866635586,18.0,3.68820205578897e-07,0.149131264307813,fisher_only,downregulated,True,True,False,True,False,LRLpMRL0,2.0
AT5G47430,356.398986506009,2.3256660936102702e-54,18,0.127089631968115,0.150311331189591,0.31298471200195,4,2,6,0.777777777777778,3.28715675175562e-53,0.0969474572723741,0.0753220135575069,1.2871065534959,0.198057151548881,-0.050680976543377,0.244575891088125,94.0437540591494,0.0852294752262502,18.0,1.6033582641926198e-56,0.56700900295913,fisher_only,upregulated,True,True,False,True,False,DTFplantingSummer2008,56.0
AT1G19990,353.205187714052,9.8632747670992e-54,18,0.189020087587716,-0.0462891001279329,0.572544196485829,3,0,3,0.555555555555556,1.3727911603304201e-52,0.203631413633781,0.142497944039403,1.42901299388203,0.153000498773368,-0.0756594245544522,0.482922251822015,94.8689282806286,0.319057102230917,18.0,3.1889232980520497e-56,0.504722652489662,fisher_only,upregulated,True,True,False,True,False,As75,555.0
AT1G07400,353.12367913258,1.02335677046487e-53,18,1.30470109837835,0.64836283169422,1.35194321384343,9,0,9,0.944444444444444,1.4235657931894202e-52,1.23342998513834,0.311442107659911,3.96038286025608,7.48296932519527e-05,0.623014670855669,1.84384529942101,94.4100534781524,1.5634176903506,18.0,9.9100928192208e-33,0.0037152763681189,consensus_significant,upregulated,True,True,True,True,True,LRDpMR0,224.0
AT1G20760,352.960828931976,1.1015519624908801e-53,18,-0.0255092180023436,0.0288588337024196,0.21202124042261,0,2,2,0.5,1.5311100269212502e-52,-0.0365462053125387,0.0571248867355526,-0.639759785988225,0.522328780410376,-0.148508925935152,0.0754165153100742,87.9324713824203,0.0441877046427959,18.0,8.95433303474966e-40,0.820955122515116,fisher_only,downregulated,True,True,False,True,False,Basal125,4.0
AT4G36940,349.438602500862,5.41080045487341e-53,18,-0.0612888740593474,-0.119456001238007,0.342990055235204,3,2,5,0.666666666666667,7.43909813002344e-52,-0.0343879399726726,0.0863584543189377,-0.398200040098814,0.690482736405193,-0.203647400198338,0.134871520252993,89.4377768132639,0.111183513871323,18.0,8.852354668522201e-46,0.897926954596641,fisher_only,downregulated,True,True,False,True,False,clim-aet1;clim-bio15;clim-aet12,1179.0
AT2G25640,344.791145650662,4.4077347339609706e-52,18,0.247176921972434,0.201637584546546,0.288418749248297,4,0,4,0.833333333333333,5.96054821332226e-51,0.261041239089984,0.070244312962154,3.71619036591085,0.0002022492237635,0.123364915565402,0.398717562614566,81.1804805092314,0.0640380152280488,18.0,7.426119961182321e-17,0.0079737832262517,consensus_significant,upregulated,True,True,True,True,True,Mo98,290.0
AT3G44630,343.957408420072,6.41945767180467e-52,18,0.146604804074391,0.145687533769768,0.511161728464988,4,1,5,0.611111111111111,8.65168196895181e-51,0.218397851652552,0.124425473379744,1.75525031748126,0.0792165005488885,-0.0254715949310935,0.462267298236198,88.7652255746222,0.204848735843254,18.0,2.83975515891207e-28,0.36680463432057,fisher_only,upregulated,True,True,False,True,False,Mean(LRR) CK,334.0
AT4G02860,343.212824949362,8.980174516329841e-52,18,-0.109812217769026,-0.179252376305716,0.323327387075004,1,6,7,0.777777777777778,1.20683593364069e-50,-0.135228844618938,0.0719399448077979,-1.87974629366521,0.0601426630781682,-0.276228545492021,0.0057708562541455,89.9600090884722,0.0779041912492927,18.0,8.24681844135229e-21,0.318607507774931,fisher_only,downregulated,True,True,False,True,False,M172T666;M130T666;M216T665,291.0
AT1G08660,342.761086990971,1.10082059040954e-51,18,0.0743333362434901,0.0707450846719924,0.273177291784224,3,1,4,0.611111111111111,1.47441779258956e-50,0.0951102756357798,0.0669107845934133,1.42144911636774,0.155186236235628,-0.0360324523446278,0.226253003616188,86.9281413443121,0.0658740653431595,18.0,2.5738859345192204e-31,0.507736327459283,fisher_only,upregulated,True,True,False,True,False,rSurvival fruit mhi,414.0
AT1G33950,290.788149157508,3.7618918548745e-51,9,1.7151637459522,0.533623245020849,3.33048608726671,2,0,2,0.777777777777778,4.99350253605733e-50,2.09083698560944,1.22860353391627,1.70179958618931,0.0887929441143929,-0.317181692145096,4.49885566336397,88.0849735980685,10.5905420285037,9.0,1.5339299322090798e-12,0.389395073318499,fisher_only,upregulated,True,True,False,True,False,clim-prec5;clim-bio18;clim-prec6,255.0
AT2G37190,339.524578939482,4.73064149254071e-51,18,0.150634556465296,0.0607168801718852,0.29753825974535,5,0,5,0.5,6.2697912181909e-50,0.159299137955736,0.0729026970922859,2.18509251796381,0.0288820637370867,0.0164124772790226,0.302185798632449,87.2456717888097,0.0787466446812839,18.0,4.9751375534702996e-27,0.213312027748755,fisher_only,upregulated,True,True,False,True,False,clim-aet1,411.0
AT5G22800,337.266832461423,1.30690354191498e-50,18,0.0303749622744095,0.18835125128601,0.771563634969863,5,2,7,0.666666666666667,1.7141673168797e-49,0.0767476370206387,0.188285118574203,0.407613929352535,0.683557136245535,-0.292284414209652,0.44577968825093,93.9500238959107,0.532593127645277,18.0,2.8139177094756197e-41,0.894603936458565,fisher_only,upregulated,True,True,False,True,False,clim-gs7,4.0
AT2G47610,335.497795355942,2.89608167458308e-50,18,0.124759850524914,0.0750017841207098,0.229863375031355,2,0,2,0.722222222222222,3.7737769267520996e-49,0.12515186582038,0.0585058852996695,2.13913292960779,0.0324249041737549,0.010482437749396,0.239821293891363,81.7854512121877,0.0432624455370194,18.0,1.04842367422407e-21,0.227929082029686,fisher_only,upregulated,True,True,False,True,False,Storage 7 days,4.0
AT4G00660,335.139864074543,3.40177249278591e-50,18,-0.087225279827552,-0.0638985624373028,0.19205596340878,0,4,4,0.666666666666667,4.42827675314978e-49,-0.108561840062152,0.0494690321147398,-2.19454142159787,0.0281965095237794,-0.205519361357097,-0.0116043187672064,83.5860319506344,0.033190316789235,18.0,1.43006790288078e-24,0.210417329052999,fisher_only,downregulated,True,True,False,True,False,FRI,2.0
AT1G01830,331.875233585816,1.47507872518193e-49,18,0.123401625295414,0.014751398782396,0.487858635989611,4,1,5,0.611111111111111,1.90111896984523e-48,0.134483551619434,0.110102579786399,1.22143869726154,0.221919962996236,-0.0813135393668565,0.350280642605725,93.5350343173785,0.195815180165386,18.0,2.9489091062785198e-34,0.595063960629083,fisher_only,upregulated,True,True,False,True,False,S34,337.0
AT1G01610,328.978399135704,5.414498928724969e-49,18,-0.129940002149592,-0.127959710685028,0.453167962771158,2,4,6,0.666666666666667,6.8944531133404e-48,-0.110213109364098,0.102503337582816,-1.07521483654181,0.282278554418285,-0.311115959321568,0.0906897405933727,91.8135717428494,0.153492882581399,18.0,9.27415211838426e-51,0.657785527230835,fisher_only,downregulated,True,True,False,True,False,clim-pet6,99.0
AT3G06410,327.606063039892,1.00207728638831e-48,18,0.0115756473825496,-0.0348060584225623,0.361193708493838,3,3,6,0.666666666666667,1.2691267262284e-47,0.0167790434670729,0.0863512499628407,0.194311529645412,0.84593195833853,-0.15246629648011,0.186024383414256,89.994843639925,0.111884030779197,18.0,3.15171895323135e-43,0.953816871214152,fisher_only,upregulated,True,True,False,True,False,clim-gs9,55.0
AT5G40890,327.517714201572,1.04257659599319e-48,18,-0.200070912083502,-0.231609863673706,0.193587568778891,1,8,9,0.888888888888889,1.31913134833355e-47,-0.206341934397681,0.0486849398462673,-4.2383113761514,2.25207280439863e-05,-0.301762663085864,-0.110921205709499,81.2852627510713,0.0300231006986411,18.0,3.84286729303371e-11,0.001507697359786,consensus_significant,downregulated,True,True,True,True,True,deltaRGR P Zn norm on Zn norm;RGE Fe norm,346.0
AT1G49540,325.387278335441,2.7093743194216898e-48,18,0.169686741376572,0.138124464539408,0.391820869853909,3,2,5,0.777777777777778,3.4023526869660104e-47,0.169747820326694,0.0956766574170442,1.77418217681645,0.0760330213521318,-0.01777498237189,0.357270623025277,93.0921039423964,0.138314006747374,18.0,1.35636559834167e-46,0.359051358863566,fisher_only,upregulated,True,True,False,True,False,aLRL0,2.0
AT1G78780,322.94655388634,8.08452360328852e-48,18,0.0364074396006488,0.0561658943879592,0.649739432746776,1,2,3,0.555555555555556,1.0069471071137e-46,-0.0635531153063308,0.172895536740533,-0.367581005874698,0.713185679864517,-0.402422140405496,0.275315909792835,84.7363070156051,0.350586377815807,18.0,7.307108253530931e-23,0.906584695256131,fisher_only,upregulated,True,True,False,True,False,Mean(LRD P) IAA,7.0
AT3G17800,321.490745081069,1.55113720531219e-47,18,-0.0525878695718118,-0.0705183830649609,0.349875549412231,2,3,5,0.722222222222222,1.91908395930651e-46,-0.0501454166837214,0.0943326393994325,-0.531580765713453,0.59501638934,-0.235033992473213,0.134743159105771,88.3989686892197,0.110843542523279,18.0,3.6813100192638904e-23,0.856402713570983,fisher_only,downregulated,True,True,False,True,False,aLRLpMRL0,234.0
AT1G02560,321.25184374851,1.7261407681527902e-47,18,-0.0037994696033591,0.03577064198093,0.458065998421753,4,2,6,0.611111111111111,2.13356589683014e-46,0.0312392375856903,0.113084465265276,0.276246940836734,0.782358405788453,-0.190402241545221,0.252880716716602,95.2633276399982,0.190396047403206,18.0,2.8562737675129198e-33,0.932395309292896,fisher_only,downregulated,True,True,False,True,False,clim-pet6,99.0
AT1G69580,318.052586612701,7.21774759518144e-47,18,0.107176708199184,-0.026854474471035,0.488791025094819,3,0,3,0.5,8.79981954281212e-46,0.128724491789758,0.121816592775152,1.05670737341469,0.290645158828462,-0.110031642768922,0.367480626348438,89.1210642988134,0.220888588580271,18.0,3.34507135009694e-38,0.665206985092023,fisher_only,upregulated,True,True,False,True,False,rFitness mlp,261.0
AT5G05140,316.881387129154,1.21808112888971e-46,18,-0.123946201306731,-0.0671873054622335,0.259901577883737,1,3,4,0.666666666666667,1.47778468140497e-45,-0.144359729743248,0.0674226447631941,-2.14111638975713,0.0322646532911607,-0.276505685221546,-0.0122137742649491,83.3477090851855,0.0578940255036696,18.0,6.292821687918829e-16,0.227447028198962,fisher_only,downregulated,True,True,False,True,False,clim-aet10,286.0
AT5G27380,316.278576439835,1.59446362574619e-46,18,-0.0460015385825644,-0.0324639778434329,0.267232707559452,2,1,3,0.555555555555556,1.92900365127862e-45,-0.0339570735645014,0.0667255186255616,-0.508906850991383,0.610817517602615,-0.164736686920359,0.0968225397913558,89.9438510301395,0.06685390271756,18.0,5.4656196047133593e-42,0.863509334440317,fisher_only,downregulated,True,True,False,True,False,clim-bio9,380.0
AT2G37035,311.415788733452,1.3962553503410701e-45,18,-0.177271560402014,-0.105988244221817,0.297866625054143,0,2,2,0.666666666666667,1.6522354979036e-44,-0.178496097415101,0.078074741577689,-2.28622079059317,0.0222413450627983,-0.331519779009644,-0.0254724158205591,87.6569010917475,0.079369247661662,18.0,1.33677056852347e-32,0.184357499196475,fisher_only,downregulated,True,True,False,True,False,PC3sc75;aLRL75;aLRLpMRL75,527.0
AT3G20810,309.563768100566,3.18713882484288e-45,18,0.543868572578889,0.26934951133433,0.799104579049624,5,0,5,0.833333333333333,3.74074382967369e-44,0.515020700626612,0.170815467721584,3.01507063438808,0.0025691941552347,0.180228535889944,0.84981286536328,95.3260881011828,0.478449990047269,18.0,3.54067802903213e-27,0.0480707066535165,consensus_significant,upregulated,True,True,True,True,True,clim-tmin11;clim-tmin3;clim-tmax1,972.0
AT2G41760,306.462923539882,1.26749873538038e-44,18,0.214039563936806,0.0785000978792707,0.288672360741737,4,0,4,0.833333333333333,1.4693869078618898e-43,0.206307471836768,0.0655339005942982,3.14810304233161,0.0016433375355403,0.0778633869055151,0.33475155676802,87.1305893395385,0.0586710527872233,18.0,2.2344499437161702e-24,0.0355855278355488,consensus_significant,upregulated,True,True,True,True,True,clim-prec7;clim-prec8;clim-bio18,506.0
AT4G12500,278.42870952902,4.19446493039917e-44,13,1.1040454450218,-0.0607596272559488,2.69023968441002,3,2,5,0.538461538461538,4.80673270816179e-43,0.934348201391916,0.774247014273921,1.20678308623267,0.227515691439408,-0.583148061722639,2.45184446450647,96.3888288360908,6.834575583396,13.0,5.946448374201749e-42,0.601309846328772,fisher_only,upregulated,True,True,False,True,False,Germ in dark,10.0
AT3G22960,302.929492278481,6.09854474713691e-44,18,-0.0156243184102882,-0.0133354993699185,0.319952740432162,0,2,2,0.5,6.96874880936047e-43,-0.0632721991562706,0.074669922533753,-0.847358575036283,0.396795286810038,-0.209622558050822,0.0830781597382811,86.8696633524337,0.0789228018986209,18.0,1.82186769504851e-32,0.745468029688672,fisher_only,downregulated,True,True,False,True,False,MT GH,1.0
AT5G43160,295.516015104598,1.6348201488010897e-42,18,0.0746133678755654,-0.0267139595843606,0.753626840240732,2,0,2,0.611111111111111,1.82118052249249e-41,0.139112157324471,0.189872107564985,0.732662417395136,0.463764351525394,-0.233030335171615,0.511254649820557,93.47864745781,0.526152264328961,18.0,1.0599835026701499e-42,0.786096528721267,fisher_only,upregulated,True,True,False,True,False,FLC,16.0
AT5G03555,294.672056607309,2.3756207432810797e-42,18,-0.273086754429699,-0.269378027607279,0.625808710733471,4,5,9,0.666666666666667,2.64019469372658e-41,-0.218542571503498,0.141579522946485,-1.54360296570645,0.122684546133208,-0.496033337426972,0.0589481944199748,93.6550834566242,0.309177554618225,18.0,1.0891468161406299e-42,0.4547988705041,fisher_only,downregulated,True,True,False,True,False,Co59,1449.0
AT1G64770,289.474384328373,2.7578013109785596e-42,17,-0.109748502099278,-0.205918608541306,1.15136378149874,4,1,5,0.588235294117647,3.06100611294051e-41,0.17604701205021,0.216064299295608,0.814789914965786,0.41519257465982,-0.247431232914064,0.599525257014484,90.8617340899587,0.563454620903486,17.0,6.83819465727187e-29,0.757023177665522,fisher_only,downregulated,True,True,False,True,False,clim-aet7,3.0
AT3G11960,293.753131547279,3.56807320092227e-42,18,0.003851819868854,-0.0008550162166372,0.288723059841619,1,2,3,0.5,3.94517612273257e-41,-0.0124377640841182,0.0643255112431188,-0.193356630110712,0.846679678596392,-0.138513449407757,0.113637921239521,89.8749567887413,0.0584808075330939,18.0,3.9947483499133e-37,0.953948424815715,fisher_only,upregulated,True,True,False,True,False,clim-cyclelength,5.0
AT5G05850,293.525157045487,3.9468371071122195e-42,18,-0.0247198186890335,0.0091958445231368,0.378302983362127,1,2,3,0.555555555555556,4.3611835787998997e-41,-0.0503919983831192,0.0972828744636357,-0.517994545915229,0.604462074699415,-0.241062928644377,0.140278931878138,87.8462887621168,0.131750118361162,18.0,5.3502516856034395e-33,0.860610992572065,fisher_only,downregulated,True,True,False,True,False,clim-tmax3;clim-tmin12;clim-tmax8;clim-tmax10;clim-bio1;clim-aet4;clim-aet3;clim-pet4;clim-bio5,2300.0
AT5G67360,292.619332673499,5.892509682421709e-42,18,0.109501656095143,0.0304432916408328,0.260065545145161,3,1,4,0.666666666666667,6.490389325708169e-41,0.122524759125959,0.071816446506302,1.70608217318588,0.0879927811714423,-0.0182328895240398,0.263282407775959,81.258926390544,0.0668074720984773,18.0,3.6827690126318e-23,0.387937438876382,fisher_only,upregulated,True,True,False,True,False,clim-bio7;clim-bio4,1583.0
AT1G73230,292.268773966981,6.880821940182949e-42,18,0.0695205110509701,0.0534995225601102,0.203626866958314,2,2,4,0.555555555555556,7.56613431181007e-41,0.07567666379422,0.0557299583772253,1.35791710594828,0.17448998882005,-0.0335520474850578,0.184905375073498,87.3860039556311,0.0405701083853085,18.0,4.33728768499506e-41,0.536641675317997,fisher_only,upregulated,True,True,False,True,False,clim-pet5;clim-bio10,550.0
AT4G36270,291.43569176944,9.945530153346369e-42,18,0.158345372080789,0.0250075112986826,0.511295944756396,3,0,3,0.5,1.09014352795951e-40,0.21803644532479,0.140865213861479,1.54783739255312,0.121661451251813,-0.0580543005182418,0.494127191167821,82.0349524025858,0.254706371784688,18.0,1.85582263625676e-24,0.45299842888124,fisher_only,upregulated,True,True,False,True,False,Germ 22,2.0
AT2G01420,290.703017474133,1.37494040750256e-41,18,-0.0714314278391562,-0.0536367739469871,0.521512703976432,3,3,6,0.611111111111111,1.50296508192482e-40,-0.0902195322876194,0.124401322732801,-0.725229686515473,0.468311133544533,-0.334041644473053,0.153602579897814,91.9589312295495,0.23948783866042,18.0,6.90749498846043e-41,0.78939044781088,fisher_only,downregulated,True,True,False,True,False,clim-tmax3;clim-tmax10;clim-bio1;clim-pet8;clim-tmax9;clim-tmax12;clim-bio11;clim-tmax7;clim-aet3;clim-tmax2;clim-pet4;clim-bio5;clim-tmin4,3280.0
AT5G27330,287.342670990061,6.06450501672934e-41,18,0.346980053782581,0.223713572827369,0.575230101613583,5,0,5,0.722222222222222,6.523396370430449e-40,0.309793424147778,0.125153028265379,2.47531704539247,0.0133117945605175,0.0644979961915119,0.555088852104045,88.7396959355208,0.225730119053319,18.0,1.09427259972518e-21,0.137391913462879,fisher_only,upregulated,True,True,False,True,False,clim-tmax1,387.0
AT3G46330,276.897795167378,7.3333079798866195e-40,17,-0.410557802296823,-0.379666877473741,0.817919658716195,0,5,5,0.647058823529412,7.68590503764329e-39,-0.666701052730605,0.215977061438427,-3.08690676820174,0.0020225101973825,-1.09000831463672,-0.243393790824493,81.6656938145197,0.471098447962033,17.0,5.77257747268865e-13,0.0410547414244891,consensus_significant,downregulated,True,True,True,True,True,Mean(R) ABA,3.0
AT4G30180,281.54917158503,7.791799960506859e-40,18,0.227154749193517,-0.056192362037157,1.19198680906889,2,2,4,0.555555555555556,8.16149767407198e-39,0.214630016830845,0.279219070463755,0.768679648114172,0.442083509618629,-0.332629305074865,0.761889338736556,92.4265602066027,1.16770073929538,18.0,8.69512661191267e-43,0.77313163332364,fisher_only,upregulated,True,True,False,True,False,clim-tmax5;clim-tmin7;clim-bio10;clim-tmin6;clim-tmin5;clim-tmin9;clim-tmin8,1850.0
AT4G16950,280.892856574021,1.0400666843478e-39,18,0.134412242114114,-0.0186879909501463,0.655807674761972,4,2,6,0.5,1.08612678036892e-38,0.149310763343891,0.162928102101642,0.916421178531523,0.359446031478799,-0.170022448844792,0.468643975532575,92.3070868383157,0.369503309863854,18.0,3.85949757224036e-29,0.720642138306968,fisher_only,upregulated,True,True,False,True,False,Germ 16,1.0
AT2G02220,280.344382388488,1.32387061975183e-39,18,-0.0352074740051461,0.0267637542154245,0.254778316827551,0,2,2,0.555555555555556,1.37861575111837e-38,-0.0505001765393052,0.0687655430101017,-0.734381993200965,0.462715958213082,-0.185278164216445,0.0842778111378342,82.6596179774575,0.0625634039937716,18.0,2.61148817247687e-23,0.785430688778578,fisher_only,downregulated,True,True,False,True,False,As2;Basal75,381.0
AT2G22570,279.920942999438,1.59486298630202e-39,18,-0.142333011886829,-0.119564063539592,0.37080479524146,1,5,6,0.666666666666667,1.65782062591751e-38,-0.197388536411544,0.0791163377046884,-2.49491498391041,0.0125987311629998,-0.352453708901441,-0.0423233639216459,82.5236571589633,0.0827033220380486,18.0,7.18580042820097e-14,0.133429795399282,fisher_only,downregulated,True,True,False,True,False,LD,2.0
AT4G30120,278.892092245145,2.50707186936836e-39,18,-0.490072063177851,-0.478690855524001,0.801114815672529,0,4,4,0.722222222222222,2.59719634914346e-38,-0.570277885775927,0.204549186132371,-2.78797435745786,0.005303874181329,-0.971186923662355,-0.169368847889499,77.8333659428185,0.440454000412451,18.0,5.9954069178067e-08,0.0770829714353151,fisher_only,downregulated,True,True,False,True,False,Cd111,18.0
AT5G10150,278.17441085287,3.43667682479114e-39,18,0.0473149927619434,-0.0087860455408736,0.961371017490314,2,1,3,0.5,3.55241911737671e-38,0.12553251837943,0.250739001529813,0.500650148614812,0.61661736231493,-0.365906894138537,0.616971930897397,90.474926879539,0.902670216730852,18.0,7.409618873182799e-34,0.865972075614575,fisher_only,upregulated,True,True,False,True,False,DTF spain 2009 (2nd experiment),1.0
AT5G55230,275.071169896494,1.34228110650816e-38,18,0.0563745105614413,0.0067905607318299,0.289416284084832,2,1,3,0.555555555555556,1.37002422239686e-37,0.0778822643333124,0.0724479890789336,1.07500933184575,0.282370550366636,-0.0641131850137487,0.219877713680374,87.0797103200023,0.0749170442475466,18.0,1.0773608347177599e-30,0.657799642386069,fisher_only,upregulated,True,True,False,True,False,RGE Fe norm,486.0
AT3G21080,269.693313125857,1.77025210966581e-38,17,0.583987697548736,0.470908392272685,0.956850646613655,2,1,3,0.705882352941177,1.80223332176864e-37,0.503469416843868,0.255059475382463,1.97392947699321,0.0483897624702368,0.0035620311785591,1.00337680250918,85.2222670406519,0.798870555471971,17.0,3.22796845290528e-27,0.284848472430879,fisher_only,upregulated,True,True,False,True,False,clim-cyclevsgs;clim-gs sum,7.0
AT1G07240,274.214960512369,1.95406027633964e-38,18,-0.0961221211011491,-0.0547390912812302,0.267837200209016,0,4,4,0.611111111111111,1.98702355803886e-37,-0.12322092041003,0.0695036194921566,-1.7728705542297,0.0762501589365327,-0.259445511409833,0.0130036705897733,82.4653001288951,0.0623220221948009,18.0,6.71191908737021e-16,0.359651204205733,fisher_only,downregulated,True,True,False,True,False,Stomatasize 261,335.0
