gene_id,fisher_stat,fisher_pval,n_studies,mean_log2fc,median_log2fc,sd_log2fc,n_up,n_down,n_sig,direction_concordance,fisher_fdr,meta_log2fc,meta_se,meta_z,meta_pval,meta_ci_lb,meta_ci_ub,meta_I2,meta_tau2,meta_n,meta_het_pval,meta_fdr,consensus_class,direction
AT3G51895,1030.7350557091,5.71195369663643e-196,16,1.0544836117444,0.709409275442373,1.43424094558359,5,0,5,0.75,8.05587252198715e-194,1.11070872918012,0.355223998429006,3.12678404075255,0.00176729694527635,0.41448248581496,1.80693497254529,94.8604825051985,1.6191356062985,16,4.41276847872908e-84,0.0374262998811094,consensus_significant,upregulated
AT1G56550,1038.65213943103,1.21728558978162e-194,18,-0.428775816324157,-0.337778985249146,0.658995876990227,0,6,6,0.833333333333333,1.66258787882252e-192,-0.553621801566623,0.1731928209901,-3.19656322012486,0.00139075345782284,-0.893073493088112,-0.214170110045133,91.5512779678943,0.385739363308272,18,1.69264355990639e-51,0.0319000231678515,consensus_significant,downregulated
AT3G19930,1018.10699735375,2.5090251030546e-190,18,-0.292695421925187,-0.254530951646728,0.422046345976464,0,5,5,0.777777777777778,3.25552279684092e-188,-0.313364059678092,0.101093691738369,-3.09973900734658,0.00193691234798286,-0.511504054549488,-0.115224064806695,91.6129638037698,0.15570627428583,18,7.0434545945255e-52,0.0398788731201361,consensus_significant,downregulated
AT1G01550,1011.16251893306,7.19532072335047e-189,18,-0.26007781630116,-0.261591329602556,0.220237634317791,0,7,7,0.888888888888889,9.22084792253365e-187,-0.264812165456742,0.0583254952360833,-4.54024718324064,5.61883164082831e-06,-0.379128035499928,-0.150496295413557,92.3743688517396,0.0510816874516045,18,1.68923010672896e-78,0.000504732516819008,consensus_significant,downregulated
AT5G42250,1008.20038349957,3.01060739451998e-188,18,-0.666034761230925,-0.695357955382177,0.570238977218252,0,9,9,0.888888888888889,3.79256151415003e-186,-0.666865066798768,0.133895889085146,-4.98047454149023,6.34285466607719e-07,-0.929296187083624,-0.404433946513913,89.6369664715709,0.242122174209609,18,4.02779591897722e-36,8.72924858076257e-05,consensus_significant,downregulated
AT4G20860,1005.22110246343,1.26996594598852e-187,18,-0.599312487454752,-0.515921158926151,0.580985584995959,0,7,7,0.833333333333333,1.5730907532876e-185,-0.608900191488236,0.154057526601223,-3.95242092302553,7.73644990016656e-05,-0.910847395173954,-0.306952987802518,91.4163320373954,0.333482099331428,18,8.42062225818479e-56,0.00379589607518449,consensus_significant,downregulated
AT1G15380,983.679904960768,4.18603406573835e-183,18,-0.389851807860803,-0.318499701782095,0.666679794334967,0,4,4,0.833333333333333,4.86038823368873e-181,-0.489704372461387,0.15866144257938,-3.08647371724471,0.00202545851819298,-0.800675085652141,-0.178733659270632,93.0822349519196,0.326194086967614,18,2.10930589327748e-46,0.0410745871767116,consensus_significant,downregulated
AT5G52640,971.99430346773,1.17829402746582e-180,18,1.08857408634545,1.14261885233002,0.89342742284589,13,2,15,0.888888888888889,1.31233129440995e-178,1.05743560691957,0.214027078928637,4.94066270591931,7.78574915883743e-07,0.637950240503125,1.47692097333601,96.8742716874647,0.75585534137959,18,4.67406091067903e-155,0.000104128157581125,consensus_significant,upregulated
AT3G12580,959.139473845025,5.81515550645947e-178,18,0.991947920211512,0.854924043950225,1.19697909014785,8,4,12,0.777777777777778,6.24870364266569e-176,0.975563567191471,0.290606139252909,3.35699572520888,0.000787943308487065,0.405986000569539,1.5451411338134,97.7082516784479,1.41192969100482,18,8.87761675833778e-179,0.0215844245975389,consensus_significant,upregulated
AT5G48450,947.01808920953,2.00904956435681e-175,18,0.48640640092919,0.360288413627672,0.646280222723529,6,0,6,0.888888888888889,2.08543362879365e-173,0.501578051871982,0.164653612562403,3.04626205320509,0.00231705794429804,0.17886290132526,0.824293202418705,95.6328808845245,0.429247581627006,18,1.89897910590183e-119,0.0449078200903846,consensus_significant,upregulated
AT1G06350,928.135119993451,2.26191033690154e-174,16,1.19955822496972,0.386298279059846,1.50615762452427,4,0,4,0.8125,2.31093323613241e-172,1.05322399311874,0.350019341933876,3.00904512104852,0.00262070191576334,0.367198689035935,1.73924929720155,94.6707702566374,1.68784788521508,16,1.82122105563845e-89,0.0486833147860598,consensus_significant,upregulated
AT5G51750,906.593855928003,2.15139683568883e-168,17,0.635027447562834,0.452818623900369,0.96588639994399,5,0,5,0.764705882352941,2.01188553457813e-166,0.77719858091176,0.243501001977279,3.19176748596821,0.00141405112884169,0.299945386836877,1.25445177498664,92.6831953525204,0.814895841502809,17,2.23209744905741e-63,0.0322416656883213,consensus_significant,upregulated
AT4G17340,894.862329253017,1.62620180541647e-164,18,-0.512188246477888,-0.701815661692085,0.643043671779338,1,9,10,0.777777777777778,1.42329679431568e-162,-0.575663316544745,0.157702012661608,-3.65032320659081,0.000261910532116261,-0.884753581650976,-0.266573051438514,93.0336658918045,0.365734168921445,18,3.84213428163505e-35,0.00967875074666673,consensus_significant,downregulated
AT4G15680,865.006287776827,4.02627055070878e-161,16,1.18125743845597,0.556632147503669,1.44890302695552,6,0,6,0.8125,3.34883762583872e-159,1.19387394759228,0.377877120698398,3.15942374437951,0.00158081462761843,0.453248400441725,1.93449949474284,94.7210102475447,2.09004119921522,16,6.54237804707188e-87,0.0346950025970196,consensus_significant,upregulated
AT3G52740,831.198702513525,1.26671830064902e-152,17,-0.954076159764836,-0.803323729351857,1.60828795923954,0,6,6,0.823529411764706,9.35191273427951e-151,-0.938802308725802,0.160571265589245,-5.8466395296861,5.01602845011405e-09,-1.25351620623274,-0.624088411218867,82.4553614506254,0.179255508374827,17,8.94271647252102e-07,1.60649148213406e-06,consensus_significant,downregulated
AT2G34700,819.075057226571,1.67564074799077e-151,16,1.58548815231346,1.3977387116361,1.80595028181197,4,0,4,0.8125,1.21803123895615e-149,1.54323568086003,0.485089595195344,3.18134154215073,0.00146594692814164,0.592477545002042,2.49399381671802,91.6607402185765,2.74487681456027,16,1.05832376886873e-51,0.0330692132259569,consensus_significant,upregulated
AT2G20560,831.594263831841,2.56803007110145e-151,18,0.915264592084531,0.661052248748792,1.04560742592958,8,2,10,0.833333333333333,1.86149900447257e-149,0.896897775872898,0.251224675616992,3.57010223486277,0.000356841931389279,0.404506459635835,1.38928909210996,97.5738481734962,1.06035596476976,18,1.28193728222262e-145,0.0122034620312797,consensus_significant,upregulated
AT5G20950,826.186159162723,3.43482800614142e-150,18,0.313250729466872,0.240532925247276,0.360996155184199,6,0,6,0.833333333333333,2.46571242526619e-148,0.326483706938493,0.090932551924832,3.59039419908039,0.000330178234185811,0.148259180143504,0.504708233733482,90.8778105733736,0.116027039615382,18,2.07143522846641e-57,0.01152824192631,consensus_significant,upregulated
AT2G41660,817.096279366723,2.68085938147353e-148,18,-0.596045763614245,-0.61097110448741,0.562931484389625,0,8,8,0.888888888888889,1.86513783857718e-146,-0.6983942570453,0.141303371062454,-4.942516599527,7.71205367023404e-07,-0.975343775221809,-0.421444738868792,89.3481613612927,0.254477558071634,18,1.49208960568777e-28,0.000103930439643227,consensus_significant,downregulated
AT3G24300,814.501228262601,9.29729614138179e-148,18,-0.494021865177592,-0.625583800896874,0.934119787308733,0,9,9,0.833333333333333,6.4252858459901e-146,-0.800664855858991,0.179912738483841,-4.45029552996829,8.57522035650742e-06,-1.15328734364729,-0.448042368070689,89.1139041744235,0.388817667068735,18,2.4883318029867e-21,0.000697361650434218,consensus_significant,downregulated
AT4G15700,795.185389973629,1.65737322507478e-146,16,1.1196590981701,0.640494799134093,1.45059169172176,4,0,4,0.8125,1.12738306362524e-144,1.15530289817508,0.378877726948706,3.04927636543673,0.00229393350176636,0.412716198811214,1.89788959753894,94.1216932372933,2.08621298940405,16,1.43184286244578e-69,0.0446765937708881,consensus_significant,upregulated
AT3G20830,807.210777940244,3.05665462483119e-146,18,-0.33228847011853,-0.239980660011493,0.403103618468789,0,6,6,0.777777777777778,2.06566968337713e-144,-0.397540623890666,0.0995001037298273,-3.9953789894542,6.45908428322727e-05,-0.592557243659127,-0.202524004122205,87.3810362521472,0.128497536907414,18,4.92009245853912e-35,0.00332463421578337,consensus_significant,downregulated
AT5G43780,796.896045289342,4.26931560411576e-144,18,-0.337576098688257,-0.371282992925993,0.510205473149551,1,8,9,0.777777777777778,2.79422130099889e-142,-0.399677416328481,0.126804677870051,-3.15191381770685,0.00162204140376102,-0.648210018024985,-0.151144814631977,93.5331825001679,0.229772014113507,18,7.60665051188839e-31,0.0352061400345183,consensus_significant,downregulated
AT1G18390,788.389961589706,2.50269915021287e-142,18,-0.329015864849789,-0.31463200921032,0.376367073029254,0,5,5,0.777777777777778,1.59769481666911e-140,-0.381767226971588,0.0968400487983776,-3.94224529736073,8.0722355127119e-05,-0.571570234877509,-0.191964219065666,87.7811097104116,0.11803834375122,18,2.46789182711849e-28,0.00392970106960584,consensus_significant,downregulated
AT2G47890,787.618989067344,3.61925203144399e-142,18,-0.317792551399857,-0.34622176150148,0.553732130263869,0,5,5,0.722222222222222,2.30481962802423e-140,-0.407152016670115,0.12763609255418,-3.18994422754899,0.00142300252834684,-0.657314161203728,-0.156989872136501,90.93341863887,0.203815545931423,18,2.70449447594398e-30,0.0323678488297884,consensus_significant,downregulated
AT4G39780,783.908308616917,2.13604114022477e-141,18,-0.384931402675911,-0.255504281398615,0.38827412249511,0,4,4,0.888888888888889,1.35198379535129e-139,-0.426765114036039,0.104809196031173,-4.07182890620692,4.66454377989209e-05,-0.632187363505737,-0.221342864566341,86.6595313580387,0.135125993612419,18,7.62477535180431e-24,0.00259533310405266,consensus_significant,downregulated
AT1G74020,782.26850105089,4.68026169560826e-141,18,-0.317000226656674,-0.307626201522842,0.433040981619642,1,8,9,0.888888888888889,2.94436681531836e-139,-0.420925889152685,0.0898676729419536,-4.68384097833006,2.81548470231766e-06,-0.597063291493339,-0.244788486812032,88.0595178059243,0.101646390827649,18,3.28505852724842e-12,0.000292742701994087,consensus_significant,downregulated
AT1G48620,779.804237183426,1.52105865609926e-140,18,-0.178866086079381,-0.0914204420276105,0.241517660450824,0,4,4,0.777777777777778,9.5113813626756e-139,-0.187398274192046,0.062327646625316,-3.00666372530627,0.00264131773024251,-0.309558216818804,-0.0652383315652867,91.7176693956992,0.0577364438162963,18,2.11926165450047e-67,0.0489261439185656,consensus_significant,downregulated
AT5G50200,764.134307199394,2.72497030292459e-137,18,-0.633607458990675,-0.67748341568776,0.71611187122063,0,7,7,0.888888888888889,1.63880282377856e-135,-0.729043523632906,0.170276143694233,-4.28153649604644,1.85607274526814e-05,-1.06277863269997,-0.395308414565843,88.7247549421672,0.408378856901155,18,1.80334342840186e-27,0.00129089113023448,consensus_significant,downregulated
AT1G08320,763.730471830986,3.30492254234784e-137,18,-0.278061165444521,-0.428136104875922,0.637209600903421,0,8,8,0.666666666666667,1.98528686192587e-135,-0.472267814634383,0.143695158768565,-3.28659516911781,0.00101406501604946,-0.753905150573535,-0.19063047869523,90.4192730056783,0.240091331231615,18,3.92155075858717e-30,0.025791053574858,consensus_significant,downregulated
AT2G44010,731.992478846544,1.25453425062257e-130,18,-0.362351844884469,-0.295044328742821,0.726982714525984,0,6,6,0.777777777777778,6.74731421156083e-129,-0.546603068397983,0.181983509460804,-3.00358570959261,0.00266818382176832,-0.903284192721363,-0.189921944074602,89.6732165991735,0.39020900836809,18,1.23548167713569e-34,0.0491954688730019,consensus_significant,downregulated
AT3G52710,723.558012792544,6.99331845297838e-129,18,-0.217341280964131,-0.124732380293866,0.364527929523148,0,7,7,0.666666666666667,3.63323544572603e-127,-0.28163748129611,0.0812819335363635,-3.46494564096598,0.000530338664360466,-0.44094714362116,-0.122327818971059,88.8678211353618,0.0925488259873022,18,9.14530551871563e-31,0.0161479408812667,consensus_significant,downregulated
AT5G47950,722.923203353582,9.46387145998107e-129,18,-0.215428466916891,-0.402069306022361,1.00333645397019,0,4,4,0.666666666666667,4.90693698945532e-127,-0.64911504465195,0.153424309677347,-4.23084872284612,2.32811210542498e-05,-0.94982116597247,-0.348408923331431,84.8599412356655,0.241409633829184,18,6.52480363429205e-24,0.00154267903547726,consensus_significant,downregulated
AT5G43020,710.067828082345,4.32010567558658e-126,18,0.558751349443585,0.304715855822064,0.644450143012334,4,0,4,0.888888888888889,2.12126589090463e-124,0.560676540708398,0.156663323518118,3.57886280028749,0.000345092563985718,0.253622068914539,0.867731012502257,90.9198997309882,0.37093494917518,18,7.55662723766931e-54,0.0119206275564814,consensus_significant,upregulated
AT1G70260,703.235744482133,5.38242981781109e-126,17,-1.11511018558964,-1.02052051442542,1.2654889892985,0,8,8,0.823529411764706,2.64039215476572e-124,-1.18998611944272,0.335546625563096,-3.54641062906162,0.000390517176727373,-1.84764542068034,-0.532326818205108,94.2023480180392,1.52728276936844,17,3.04426268138461e-65,0.0129467049184173,consensus_significant,downregulated
AT2G42800,708.704129592547,8.26926044922192e-126,18,1.28174499479115,1.08111903675386,1.40735605822008,5,0,5,0.888888888888889,4.04127011840929e-124,1.36287052145051,0.399935580406614,3.40772511429185,0.000655068495655426,0.57901118771742,2.14672985518359,90.4207806072522,2.12923755920025,18,6.62296307267152e-53,0.0188819854603256,consensus_significant,upregulated
AT3G14770,705.902081838823,3.13878408505124e-125,18,-0.669541120931338,-0.67664596862747,0.752737880434609,1,4,5,0.888888888888889,1.52391050325766e-123,-0.660548759800417,0.203531925568237,-3.24543070064434,0.00117273104085416,-1.05946400361825,-0.261633515982585,93.2933381772773,0.599291050824682,18,2.76982531832473e-78,0.0285126416699517,consensus_significant,downregulated
AT2G28780,705.566900796407,3.68170490428198e-125,18,-0.889731922455949,-0.63311870706269,0.939515611887732,0,6,6,0.833333333333333,1.78583332931905e-123,-0.958601102015737,0.231678974380162,-4.13762666457064,3.50916736552462e-05,-1.41268354777603,-0.504518656255442,92.5886281303947,0.724460057754073,18,3.33761526077811e-53,0.00206897317719181,consensus_significant,downregulated
AT2G29740,705.336041246309,4.10932554403301e-125,18,-0.389873025681593,-0.251286760648909,0.579981716788573,0,5,5,0.777777777777778,1.99139220411631e-123,-0.445087733411273,0.142432073553593,-3.12491226383641,0.00177858099357435,-0.724249467819676,-0.16592599900287,88.5718921835674,0.254945337167434,18,3.5294932291405e-29,0.0375532222232634,consensus_significant,downregulated
AT4G21215,700.045717590313,5.0948395535759e-124,18,-0.350434207896487,-0.30119621864612,0.443291423913048,0,5,5,0.777777777777778,2.4259382355059e-122,-0.341523002456844,0.109536746097946,-3.11788522685765,0.00182153723626772,-0.556211079792527,-0.126834925121161,91.3991168528082,0.178934814445102,18,8.0461440254162e-56,0.0381853082692987,consensus_significant,downregulated
AT5G23940,691.234714648967,3.36652414419975e-122,18,0.558710599692761,0.191376155910957,0.780664685850714,4,0,4,0.833333333333333,1.56564488896157e-120,0.610269600432629,0.19525584134894,3.1254870339168,0.00177510895312806,0.22757518361764,0.992964017247619,91.078994768599,0.534291629553544,18,3.57921480496718e-55,0.0375220289652734,consensus_significant,upregulated
AT4G03190,683.487934397174,1.33787975501447e-120,18,0.26965399791281,0.162984093605127,0.361502514861789,4,0,4,0.777777777777778,6.06439276550272e-119,0.303192741957123,0.0955891220454369,3.1718331068362,0.00151480032873008,0.115841505434263,0.490543978479983,87.1825981411498,0.127094012234177,18,5.56853876704741e-39,0.0337227474703705,consensus_significant,upregulated
AT3G54990,673.328398217603,1.66842477578524e-118,18,-0.455243958044921,-0.317036427830584,0.478880244502416,0,7,7,0.888888888888889,7.27671548638904e-117,-0.560686685441842,0.114343338158499,-4.90353609114189,9.41266387779588e-07,-0.784795510104585,-0.336577860779099,82.7919862014722,0.161293646617067,18,1.02375246902379e-21,0.000119113817715991,consensus_significant,downregulated
AT2G03730,671.572949867595,3.83958118679892e-118,18,-0.360390203881177,-0.341121538450807,0.379748714722825,0,7,7,0.888888888888889,1.65788771361107e-116,-0.379953353554854,0.0917756514157026,-4.14002349962994,3.47270244981275e-05,-0.559830324987334,-0.200076382122375,89.6497946801254,0.118484995427363,18,1.52846689209538e-45,0.00205213774380507,consensus_significant,downregulated
AT4G32020,670.446616918547,6.55404999360811e-118,18,-0.233067721981922,-0.218049077704027,0.291455020134368,1,3,4,0.888888888888889,2.8135793938648e-116,-0.240919366878163,0.0739335772212991,-3.25859204887434,0.00111966546569743,-0.38582651548012,-0.0960122182762055,89.8803946851204,0.077570915971225,18,6.18684983073932e-41,0.0275190540133801,consensus_significant,downregulated
AT5G12110,661.096478994119,5.53991858929706e-116,18,0.624156660016984,0.589137022341105,0.750311098743459,7,0,7,0.833333333333333,2.31131281915681e-114,0.658491732452466,0.175123102644294,3.76016483553275,0.000169801434990121,0.315256758408739,1.00172670649619,93.3365303263732,0.475834092850483,18,1.64877693815864e-41,0.00702431281263573,consensus_significant,upregulated
AT1G67860,609.492933585862,6.23167672700501e-112,13,1.74685590686375,1.16700067792445,1.54875057664754,5,0,5,0.923076923076923,2.43546877867686e-110,1.75533311242862,0.446266822571243,3.93337130086205,8.37626961308287e-05,0.880666212693861,2.63000001216339,91.953883846607,1.94772253109075,13,7.02839605787499e-39,0.00404782080090788,consensus_significant,upregulated
AT1G74310,631.226193948759,7.75361608734357e-110,18,1.25798387708358,0.804732432304158,1.17267747273707,11,0,11,0.833333333333333,2.93737539087021e-108,1.22143535148235,0.27821008246096,4.39033460138437,1.13176373627255e-05,0.676153609722952,1.76671709324175,97.3658616279283,1.29015268354879,18,9.20070456874188e-64,0.000879048348694089,consensus_significant,upregulated
AT2G41070,630.063100688561,1.34429840024674e-109,18,0.55453510654007,0.407715186045816,0.768881005341155,8,0,8,0.777777777777778,5.05216736214383e-108,0.525861125556426,0.155712904655363,3.3771197494537,0.000732491530460137,0.220669440503796,0.831052810609056,94.3468546454924,0.36439776837748,18,1.03783041319279e-20,0.0205097628528838,consensus_significant,upregulated
AT1G62370,629.811420491745,1.51428431425677e-109,18,-0.314663084427532,-0.468149420631255,0.702235355829007,0,6,6,0.777777777777778,5.68689364647181e-108,-0.461037447545533,0.145950504735239,-3.15886161806619,0.00158386677104575,-0.747095180352044,-0.174979714739023,87.8565472610199,0.282762092919598,18,6.75282129283725e-28,0.0347179313683726,consensus_significant,downregulated
AT3G08770,613.433993343521,1.92695926468039e-107,17,1.19041654686303,0.463838434587901,1.28110737888372,6,0,6,0.882352941176471,7.05794726860809e-106,1.24919916301996,0.329244526810581,3.79413797739041,0.000148157274126092,0.603891748364291,1.89450657767563,93.8040960383174,1.5093275870562,17,4.21939958702667e-59,0.00630003599936161,consensus_significant,upregulated
AT3G61430,607.88203397095,4.80121291182093e-105,18,-0.331005154455325,-0.433300949134987,0.482439096941565,1,8,9,0.777777777777778,1.69055462236376e-103,-0.43311488039407,0.0979654219942402,-4.42109952243695,9.81999288185279e-06,-0.625123579233049,-0.241106181555091,85.8178114406013,0.124669439538103,18,8.70919696510387e-15,0.000782642873551537,consensus_significant,downregulated
AT5G54540,585.512072976724,1.06038038534275e-101,17,-0.166818438415514,-0.146673567895287,0.249499277514302,0,3,3,0.882352941176471,3.56212313137051e-100,-0.206520633608639,0.0673909798693986,-3.06451447966581,0.00218023620215801,-0.338604527035524,-0.0744367401817542,86.2754895643502,0.0555348122268133,17,6.81493324405768e-31,0.0432081898548809,consensus_significant,downregulated
AT4G04990,587.724728215621,6.46190011062095e-101,18,-0.814012655277326,-0.670403411707972,1.10423741572487,0,4,4,0.833333333333333,2.13617246905311e-99,-0.943961913384399,0.311659295724184,-3.02882643429894,0.00245505685454291,-1.55480290845092,-0.333120918317881,90.2832670392513,1.23445063548297,18,7.31069889824035e-41,0.0465733266656163,consensus_significant,downregulated
AT1G79560,583.787033605001,4.13015617661689e-100,18,0.267528733492552,0.0985521791980912,0.469043663603892,6,0,6,0.666666666666667,1.35242420014254e-98,0.33707840300067,0.110401789163892,3.05319692328786,0.00226417304163713,0.120694872410657,0.553461933590683,91.1864564900267,0.168016876691288,18,1.4192484930413e-23,0.0442236649422944,consensus_significant,upregulated
AT5G21150,582.410191222914,7.89903192998046e-100,18,1.15953611577217,1.24809552604312,0.826901058002597,5,0,5,0.833333333333333,2.58166030351333e-98,1.21436499030609,0.213835417165134,5.67897033337702,1.35507977064433e-08,0.795255274043333,1.63347470656885,76.2346227900404,0.409139969811273,18,1.55915384046525e-08,3.71994491111695e-06,consensus_significant,upregulated
AT1G51460,576.741422370302,1.13915050401988e-98,18,0.782054877944788,0.613528750052463,1.2752403784061,3,0,3,0.722222222222222,3.65634201045985e-97,0.951955510394162,0.314533994007239,3.02655842780623,0.00247355011186946,0.335480210226437,1.56843081056189,87.8180414607193,1.38438820716357,18,5.29840049516774e-39,0.0467362250561672,consensus_significant,upregulated
AT1G13710,568.024764544994,4.10065122389085e-98,17,0.810009743069651,0.76960119801276,1.25228194211493,7,0,7,0.705882352941177,1.30409251943112e-96,0.777963405751508,0.227179695346504,3.42444074751015,0.000616066171186187,0.332699384853579,1.22322742664944,92.3887549644114,0.62945635195307,17,1.50284542255141e-26,0.0181317349428982,consensus_significant,upregulated
AT5G43540,571.737977161082,1.19942190405429e-97,18,-0.415521647882526,-0.306225969971818,0.979373588919551,1,6,7,0.666666666666667,3.77279977226192e-96,-0.769923664216336,0.189868191766408,-4.0550429066263,5.01251010647839e-05,-1.14205848188824,-0.397788846544431,89.4225104023052,0.395951213337158,18,3.03472500367162e-14,0.00274045389214462,consensus_significant,downregulated
AT1G21740,569.632609611931,3.22856906056264e-97,18,0.400200386241495,0.266837082257726,0.516020499058839,5,0,5,0.833333333333333,1.01065116292076e-95,0.410031708463093,0.128074463204439,3.20151026367044,0.00136709204811112,0.159010373243092,0.661053043683094,89.0263426428644,0.232756335754459,18,5.53661115315209e-42,0.0315457930329038,consensus_significant,upregulated
AT1G70880,562.184494561326,1.07038138589628e-95,18,-0.489767446259661,-0.457139699823538,0.8814243447553,0,5,5,0.722222222222222,3.26020330454242e-94,-0.720428584258426,0.225996765751529,-3.18778271831774,0.00143368225546665,-1.16337410575396,-0.277483062762894,85.1888075151639,0.578650128183169,18,7.64400585905667e-21,0.0325617799599011,consensus_significant,downregulated
AT2G26330,561.728038422351,1.32642388813344e-95,18,0.548640550040452,0.388674889581444,0.671350780003529,4,0,4,0.777777777777778,4.03532979003598e-94,0.653909931766107,0.185927628559768,3.51701324236437,0.000436432007893041,0.289498476058022,1.01832138747419,86.2673443255901,0.417027924859478,18,9.79910205955383e-27,0.0140383374442173,consensus_significant,upregulated
AT5G48570,560.365225146132,2.51621211714468e-95,18,1.15201163332092,0.932860663194189,0.760688154462234,11,0,11,1,7.6148061278091e-94,1.10416219451325,0.165087345349166,6.68835150373218,2.2569850462979e-11,0.78059694332556,1.42772744570094,89.4439094034316,0.399230451138678,18,1.13035061049191e-15,1.36164432723395e-08,consensus_significant,upregulated
AT4G15248,541.948359339556,2.89027074063363e-95,15,-1.02406521340076,-0.776924780308283,1.74894870234913,0,6,6,0.733333333333333,8.74172154485e-94,-1.26514151542844,0.377855257643224,-3.34821731294528,0.000813332082920226,-2.00572421177826,-0.524558819078618,95.3998436833651,1.56676318701431,15,8.15607772168445e-41,0.0221248800084681,consensus_significant,downregulated
AT4G08150,558.190194689648,6.98948247558486e-95,18,-0.426648895099302,-0.406315126527002,0.571312398939296,0,4,4,0.833333333333333,2.09931209470677e-93,-0.390698487136667,0.0940343080637086,-4.15485044960364,3.25500369503805e-05,-0.57500234425268,-0.206394630020654,77.2433097583569,0.0883159214200257,18,2.62447905493507e-10,0.00195692481707247,consensus_significant,downregulated
AT1G77670,557.746867351966,8.60733009492668e-95,18,0.255708227444017,0.185903990622075,0.3741971247499,5,0,5,0.777777777777778,2.57926697030479e-93,0.289992419009797,0.095668063772764,3.03123537336977,0.0024355530666747,0.102486459544498,0.477498378475096,88.1247705357592,0.131215453150549,18,5.34827730442098e-37,0.0463419332888218,consensus_significant,upregulated
