gene_id,rf_probability,rf_rank,is_gwas_gene,n_gwas_associations,mean_log2fc,fisher_pval,consensus_class
AT5G02030,1.0,1,False,0.0,0.467394036426396,1.6117960490247202e-25,consensus_significant
AT1G09560,1.0,2,False,0.0,-0.358877350001806,5.897891483891339e-82,consensus_significant
ATMG00513,1.0,3,False,0.0,-0.471616098584845,2.58282442568134e-35,consensus_significant
ATMG00513,1.0,4,False,0.0,-0.471616098584845,2.58282442568134e-35,consensus_significant
AT4G38460,1.0,5,False,0.0,-0.15726793702981,5.94569634417075e-05,consensus_significant
AT3G19450,1.0,6,False,0.0,-0.516488247485411,3.0237596830230898e-30,consensus_significant
AT3G51920,1.0,7,False,0.0,-0.196113138527694,1.02696428728133e-05,consensus_significant
AT2G28160,1.0,8,False,0.0,-0.787819450277359,1.4116085707893699e-55,consensus_significant
AT4G31290,1.0,9,False,0.0,0.334848750364898,3.6806312523019e-23,consensus_significant
AT2G38080,1.0,10,False,0.0,-0.335483343336284,1.88649125795296e-09,consensus_significant
AT5G02030,1.0,11,False,0.0,0.467394036426396,1.6117960490247202e-25,consensus_significant
AT3G25250,1.0,12,False,0.0,-0.169112818402073,2.72823659807076e-13,consensus_significant
AT5G52640,1.0,13,False,0.0,1.08857408634545,1.1782940274658201e-180,consensus_significant
AT5G52640,1.0,14,False,0.0,1.08857408634545,1.1782940274658201e-180,consensus_significant
AT3G16420,1.0,15,False,0.0,-0.243869062831758,2.44130622539589e-19,consensus_significant
AT5G14800,1.0,16,False,0.0,0.369125629593643,1.3729921053839602e-54,consensus_significant
AT1G02130,1.0,17,False,0.0,-0.147862912161553,7.990760473295331e-20,consensus_significant
AT2G28160,1.0,18,False,0.0,-0.787819450277359,1.4116085707893699e-55,consensus_significant
AT2G28160,1.0,19,False,0.0,-0.787819450277359,1.4116085707893699e-55,consensus_significant
AT2G28160,1.0,20,False,0.0,-0.787819450277359,1.4116085707893699e-55,consensus_significant
ERCC-00009,1.0,21,False,0.0,-0.43950282586906,3.4733795444944e-05,consensus_significant
AT2G28160,1.0,22,False,0.0,-0.787819450277359,1.4116085707893699e-55,consensus_significant
AT5G43600,1.0,23,False,0.0,-0.239935680986181,4.82519303404183e-24,consensus_significant
AT1G19290,1.0,24,False,0.0,0.214127516464009,3.06701640297777e-07,consensus_significant
AT5G03520,1.0,25,False,0.0,-0.106356021682103,1.91118907052764e-07,consensus_significant
AT1G24590,1.0,26,False,0.0,0.782459558256081,0.0002639476297568,consensus_significant
AT3G54420,1.0,27,False,0.0,-0.36886151835415,2.69135073606351e-06,consensus_significant
AT4G24400,1.0,28,False,0.0,-0.0813150668291163,4.5724560446484e-06,consensus_significant
AT2G04030,1.0,29,False,0.0,0.367592949691766,1.99656472588973e-76,consensus_significant
AT2G04030,1.0,30,False,0.0,0.367592949691766,1.99656472588973e-76,consensus_significant
AT2G04030,1.0,31,False,0.0,0.367592949691766,1.99656472588973e-76,consensus_significant
AT4G38460,1.0,32,False,0.0,-0.15726793702981,5.94569634417075e-05,consensus_significant
AT2G04030,1.0,33,False,0.0,0.367592949691766,1.99656472588973e-76,consensus_significant
AT2G04030,1.0,34,False,0.0,0.367592949691766,1.99656472588973e-76,consensus_significant
AT1G13980,1.0,35,False,0.0,0.0922890200422361,0.0005970389301601,consensus_significant
AT3G21220,1.0,36,False,0.0,-0.15430377415107,3.75828157626978e-32,consensus_significant
AT4G35060,1.0,37,False,0.0,-0.336936361961744,8.457641634131391e-20,consensus_significant
AT1G12110,1.0,38,False,0.0,-0.337874576673465,7.26287258903447e-17,consensus_significant
AT1G12110,1.0,39,False,0.0,-0.337874576673465,7.26287258903447e-17,consensus_significant
AT1G12110,1.0,40,False,0.0,-0.337874576673465,7.26287258903447e-17,consensus_significant
AT4G17170,1.0,41,False,0.0,-0.121193976852621,5.8728661589822205e-09,consensus_significant
AT4G17170,1.0,42,False,0.0,-0.121193976852621,5.8728661589822205e-09,consensus_significant
AT5G02030,1.0,43,False,0.0,0.467394036426396,1.6117960490247202e-25,consensus_significant
AT2G40360,1.0,44,False,0.0,0.264230819761331,2.2904211958833302e-35,consensus_significant
AT4G17170,1.0,45,False,0.0,-0.121193976852621,5.8728661589822205e-09,consensus_significant
AT5G67560,1.0,46,False,0.0,-0.17035278924738,1.91981261888503e-15,consensus_significant
AT5G67560,1.0,47,False,0.0,-0.17035278924738,1.91981261888503e-15,consensus_significant
AT5G67560,1.0,48,False,0.0,-0.17035278924738,1.91981261888503e-15,consensus_significant
AT1G20840,1.0,49,False,0.0,-0.267239861613309,2.3646705228108202e-14,consensus_significant
AT5G61880,1.0,50,False,0.0,0.276138939579323,3.911126209707411e-15,consensus_significant
AT5G61880,1.0,51,False,0.0,0.276138939579323,3.911126209707411e-15,consensus_significant
