gene_id,fisher_stat,fisher_pval,n_studies,mean_log2fc,median_log2fc,sd_log2fc,n_up,n_down,n_sig,direction_concordance,fisher_fdr,meta_log2fc,meta_se,meta_z,meta_pval,meta_ci_lb,meta_ci_ub,meta_I2,meta_tau2,meta_n,meta_het_pval,meta_fdr,consensus_class,direction,is_gwas_gene,is_de_gene,is_consensus_de,is_overlap,is_consensus_overlap,gwas_traits,n_gwas_associations
1,11.5217145188133,0.17385312113736,4,-0.289132756070769,-0.227822146028893,0.365485912749277,0,0,0,0.75,0.305255833582556,-0.218440873745814,0.169360070320987,-1.28980150593824,0.197119584953562,-0.550380511994119,0.11349876450249,34.9779901753777,0.0400622566163786,4.0,0.19378196299943,0.56579733047857,not_significant,downregulated,False,False,False,False,False,,
10,11.446107598095,0.177680167475571,4,0.163861333577167,-0.0119764861293267,0.366301249772273,0,0,0,0.75,0.310560327748018,0.0080680224129049,0.0420707136600779,0.191772891662661,0.847920106137904,-0.0743890611647449,0.0905251059905549,0.0370836862578237,3.3931097188374e-06,4.0,0.0491542564788006,0.954203130164207,not_significant,upregulated,False,False,False,False,False,,
100,6.66059231133588,0.573654909602995,4,-0.0826062818869509,0.0370498309956667,0.310574033106116,0,0,0,0.5,0.736724901969788,0.0452016541514494,0.104292351994125,0.433412932848573,0.664714806653896,-0.159207599620009,0.249610907922908,0.0029598546251736,1.42894139837937e-06,4.0,0.432448862337342,0.886741842266029,not_significant,downregulated,False,False,False,False,False,,
1000,26.3167450513113,0.000926900093073,4,-0.147903287746844,-0.173182051004148,0.101568197670181,0,0,0,1.0,0.002636580167192,-0.202162281810964,0.0477105504929584,-4.23726575615181,2.26258271763712e-05,-0.295673242459742,-0.108651321162186,0.0,0.0,4.0,0.628111562974953,0.0015127814654882,consensus_significant,downregulated,False,True,True,False,False,,
10000,3.09005038940672,0.928579841668535,4,0.0438605107643569,0.0556823086549505,0.0376540757973278,0,0,0,0.75,0.969566104621856,0.0351904237070591,0.0570583659678239,0.616744330303877,0.537403376364568,-0.0766419186065817,0.1470227660207,0.0,0.0,4.0,0.932956163360695,0.828632563961168,not_significant,upregulated,False,False,False,False,False,,
10001,38.135994607386,7.10500994596219e-06,4,-0.18396093034847,0.212267971346438,1.21076112042329,0,1,1,0.75,2.40295269910976e-05,-0.132801208291525,0.559211485796132,-0.237479400306772,0.812284898342006,-1.22883558019308,0.963233163610026,97.3339202902226,1.15977944275447,4.0,3.68051136324183e-05,0.943106265034051,fisher_only,downregulated,False,True,False,False,False,,
10002,11.9093251817605,0.155295655819675,4,-0.0449773251447415,-0.0920491694737735,0.110705505238014,0,0,0,0.75,0.278516874553266,-0.0974609571003849,0.0431557741242815,-2.25835265565422,0.0239236819039805,-0.182044720108922,-0.0128771940918476,0.0,0.0,4.0,0.732822868148792,0.192026038351814,not_significant,downregulated,False,False,False,False,False,,
10003,11.5816899808524,0.170866209662065,4,0.119005892796507,0.0443432127020645,0.234349114655538,0,0,0,0.75,0.300930711855538,0.0640654968650794,0.04475332781648,1.43152476007578,0.152279875972349,-0.023649413843536,0.151780407573695,0.042112656423533,4.41993931881688e-06,4.0,0.190301642448026,0.503481132621681,not_significant,upregulated,False,False,False,False,False,,
10004,27.6739907897672,0.0005403768449753,4,0.725617243076731,-0.0711386849009966,1.65448574197281,1,0,1,0.75,0.0015737060812784,0.589689889716517,0.729612170758102,0.808223756881414,0.418961784004508,-0.84032368765145,2.01970346708448,99.3354195237838,1.98961387228406,4.0,0.0002462280557986,0.75910604542704,fisher_only,upregulated,False,True,False,False,False,,
10005,3.87161457584125,0.868517009364125,4,0.0295205287310235,0.0015558783567702,0.0626573968615614,0,0,0,0.5,0.937442056837006,0.05462968710357,0.0574640449734386,0.950675977105707,0.34176888669464,-0.0579977714503595,0.1672571456575,0.0,0.0,4.0,0.781626066655943,0.70708736411455,not_significant,upregulated,False,False,False,False,False,,
10006,6.84265555185785,0.553700373318241,4,-0.0289118791032409,-0.0744666616634883,0.104923894554048,0,0,0,0.75,0.71960944223338,-0.0671208676116702,0.0554162199840956,-1.21121338898492,0.2258136326367,-0.175734662939846,0.041492927716506,0.0,0.0,4.0,0.736177909110587,0.5995741189239,not_significant,downregulated,False,False,False,False,False,,
10007,5.60273218300904,0.691633484639003,4,0.0598545828451873,0.0648119292316406,0.0873004861026406,0,0,0,0.75,0.82573770441316,0.0351043126120095,0.0560471896811126,0.626334929757224,0.531095280068637,-0.0747461605976562,0.144954785821675,0.0,0.0,4.0,0.586545602933825,0.825840478618279,not_significant,upregulated,False,False,False,False,False,,
10008,13.7454579459501,0.0886460003269805,4,-0.059699741398706,-0.112684757963898,0.223589603203056,0,0,0,0.75,0.174544408474169,-0.0913524427659748,0.0943299703250447,-0.968434978312726,0.332827177588968,-0.276235787265795,0.0935309017338449,41.0043961030453,0.0145256811690116,4.0,0.144757199998817,0.701268698186643,not_significant,downregulated,False,False,False,False,False,,
10009,6.8532370326478,0.552547070147381,4,0.0171918438796608,0.0327365070892245,0.0905076662111842,0,0,0,0.5,0.718680993075445,0.0431463562477307,0.0416828305562881,1.03511099586834,0.300617077955004,-0.0385504904162796,0.124843202911741,0.0,0.0,4.0,0.600186415977183,0.674631354073712,not_significant,upregulated,False,False,False,False,False,,
1001,8.3188942954123,0.402955669265698,4,-0.0018394863831638,-0.0481693212482271,0.148599803726176,0,0,0,0.75,0.578493361876129,-0.0636229220752699,0.0519707172660205,-1.22420711935927,0.220874104170119,-0.165483656167384,0.0382378120168443,0.0,0.0,4.0,0.460530412372488,0.59394247798875,not_significant,downregulated,False,False,False,False,False,,
10010,3.11631340704016,0.926847448209473,4,0.0187172020773169,-0.0175913458096702,0.0975395054536096,0,0,0,0.5,0.968524765352815,0.0395395207463448,0.089024405975851,0.444142483321601,0.656939573098679,-0.134945108711395,0.214024150204085,0.0,0.0,4.0,0.812444966282125,0.883903376801121,not_significant,upregulated,False,False,False,False,False,,
10011,9.29358592528868,0.31813801590911,4,0.143154719807102,0.121546327612831,0.117666868067952,0,0,0,1.0,0.487385392785652,0.106736794822598,0.0637327908465323,1.67475475975341,0.0939823584935905,-0.0181771798708289,0.231650769516026,0.0,0.0,4.0,0.622831896252226,0.400436410983962,not_significant,upregulated,False,False,False,False,False,,
10012,1.76337593840217,0.987426624615281,4,0.0146118511741431,0.0184459087815043,0.037708433421306,0,0,0,0.5,0.996561851135763,-0.0120645435794206,0.0435481562729896,-0.277039135796973,0.781750055735472,-0.0974173614676022,0.0732882743087611,0.0,0.0,4.0,0.963686550642259,0.932139473063842,not_significant,upregulated,False,False,False,False,False,,
10013,3.36296987533624,0.909560507282421,4,-0.0313903304745885,-0.0454235466232768,0.0764387993166329,0,0,0,0.75,0.959939853508681,-0.0099680619060364,0.0600556156722258,-0.165980513137033,0.868172285709143,-0.127674905692978,0.107738781880905,0.0,0.0,4.0,0.81670957362933,0.960414402991405,not_significant,downregulated,False,False,False,False,False,,
10014,10.9584739919133,0.20406324096902,4,-0.047125350806,-0.0648433382520935,0.314413521124624,0,0,0,0.5,0.346691749960166,-0.194581164140801,0.12433779584618,-1.5649397901626,0.117597027711594,-0.438278765916409,0.0491164376348064,0.0112444201774604,7.74728558594397e-06,4.0,0.353234528911669,0.445292963493528,not_significant,downregulated,False,False,False,False,False,,
10015,25.6248349516166,0.0012172955216934,4,0.337826371420137,-0.0130829295778275,1.14590268956024,0,0,0,0.5,0.0034171050284716,0.151516278886914,0.498919571193012,0.303688785999333,0.761365002235245,-0.826348111833557,1.12938066960738,87.6062708639558,0.791182369378922,4.0,0.007269387745242,0.924377071250455,fisher_only,upregulated,False,True,False,False,False,,
10016,3.98342785494603,0.858615551920739,4,-0.0834899689257422,-0.0697491176705845,0.0827699896078073,0,0,0,0.75,0.932475533798666,-0.0218863738856949,0.0359375257208265,-0.609011707030551,0.542516679116721,-0.0923226299919966,0.0485498822206069,0.0,0.0,4.0,0.807113050046896,0.831107103439588,not_significant,downregulated,False,False,False,False,False,,
10017,4.64192951767824,0.795071293422788,4,0.0151535558858767,0.0014355112051759,0.0749534118738547,0,0,0,0.5,0.895192186678348,-0.0078477017060437,0.0404967616796019,-0.193785907330873,0.846343522161047,-0.0872198960885652,0.0715244926764777,0.0,0.0,4.0,0.645275272762593,0.953938288664489,not_significant,upregulated,False,False,False,False,False,,
10018,28.4733134796137,0.0003921343157885,4,0.0992569126557847,0.23553725025577,0.32379669483052,0,0,0,0.75,0.0011569645343495,0.216644801819763,0.0583674797011733,3.71173816188278,0.0002058408621619,0.102246643737091,0.331042959902435,0.0045919069565256,7.12734824408222e-07,4.0,0.132147451328762,0.0080785531712636,consensus_significant,upregulated,False,True,True,False,False,,
